<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/allenai/OLMo-2-1124-13B-Instruct'>allenai/OLMo-2-1124-13B-Instruct</a>,📝,3.20@@3.20,13716198400.0,100352.0,4096.0,✓,✗,(✓),✓,28.12 ± 2.22 / 49.44 ± 1.27@@28.12,44.54 ± 2.80 / 24.38 ± 2.87@@44.54,6.18 ± 0.99 / 52.17 ± 1.08@@6.18,46.80 ± 1.71 / 25.19 ± 0.88@@46.80,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,3.21@@3.21,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,20.05 ± 4.76 / 31.89 ± 5.98@@20.05,33.37 ± 3.91 / 29.22 ± 2.32@@33.37,5.85 ± 3.35 / 37.53 ± 2.75@@5.85,60.60 ± 1.80 / 34.40 ± 1.74@@60.60,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/mistralai/Ministral-3-3B-Reasoning-2512'>mistralai/Ministral-3-3B-Reasoning-2512</a>,📝,3.24@@3.24,?,?,?,✓,✗,(✓),✓,24.09 ± 1.60 / 38.82 ± 2.43@@24.09,34.55 ± 2.60 / 22.99 ± 2.58@@34.55,9.96 ± 3.04 / 48.73 ± 4.04@@9.96,54.52 ± 0.86 / 23.38 ± 2.58@@54.52,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-2512'>utter-project/EuroLLM-22B-Instruct-2512</a>,📝,3.25@@3.25,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,27.96 ± 1.89 / 39.56 ± 1.62@@27.96,39.28 ± 4.95 / 29.54 ± 4.13@@39.28,1.36 ± 1.36 / 33.58 ± 0.32@@1.36,52.60 ± 2.57 / 26.90 ± 1.66@@52.60,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/neurocode/IsRoBERTa'>neurocode/IsRoBERTa</a>,🔍,3.25@@3.25,83452418.0,52000.0,514.0,✓,✗,(✓),✗,38.63 ± 1.86 / 55.62 ± 1.29@@38.63,57.14 ± 0.92 / 55.79 ± 0.74@@57.14,3.63 ± 2.66 / 50.23 ± 2.22@@3.63,30.41 ± 0.61 / 7.32 ± 0.54@@30.41,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/mistralai/Ministral-3-3B-Instruct-2512'>mistralai/Ministral-3-3B-Instruct-2512</a>,📝,3.25@@3.25,?,?,?,✓,✗,(✓),✓,28.47 ± 2.61 / 45.00 ± 3.15@@28.47,38.92 ± 1.32 / 18.54 ± 1.08@@38.92,11.68 ± 2.68 / 50.23 ± 4.61@@11.68,43.22 ± 0.86 / 21.80 ± 0.87@@43.22,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700,16.17.0@@161700
<a href='https://hf.co/allenai/Olmo-3-1125-32B'>allenai/Olmo-3-1125-32B</a>,🧠,3.29@@3.29,32233522176.0,100278.0,65536.0,✓,✗,(✓),✓,3.85 ± 2.65 / 18.50 ± 1.98@@3.85,55.03 ± 2.99 / 42.76 ± 4.98@@55.03,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,61.02 ± 0.84 / 32.12 ± 1.15@@61.02,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,3.30@@3.30,4676271104.0,131072.0,?,✓,✗,(✓),✓,21.47 ± 3.27 / 36.18 ± 4.95@@21.47,39.04 ± 4.79 / 29.03 ± 2.76@@39.04,1.65 ± 1.86 / 39.14 ± 3.85@@1.65,54.94 ± 2.93 / 29.44 ± 1.62@@54.94,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-600k'>KBLab/megatron-bert-base-swedish-cased-600k</a>,🔍,3.30@@3.30,135357824.0,64128.0,512.0,✓,✗,(✓),✗,33.08 ± 1.55 / 52.98 ± 1.97@@33.08,61.23 ± 1.08 / 63.39 ± 1.32@@61.23,2.25 ± 2.12 / 45.58 ± 3.62@@2.25,29.62 ± 1.54 / 5.80 ± 0.82@@29.62,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,3.33@@3.33,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,32.78 ± 1.62 / 48.31 ± 2.23@@32.78,31.62 ± 4.49 / 18.49 ± 1.75@@31.62,0.88 ± 1.25 / 35.24 ± 1.20@@0.88,50.72 ± 1.98 / 26.03 ± 1.13@@50.72,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/NbAiLab/notram-bert-norwegian-cased-080321'>NbAiLab/notram-bert-norwegian-cased-080321</a>,🔍,3.33@@3.33,178567165.0,119547.0,512.0,✓,✗,(✓),✗,32.53 ± 1.56 / 52.30 ± 1.28@@32.53,60.31 ± 1.12 / 60.45 ± 1.11@@60.31,1.36 ± 1.73 / 47.39 ± 3.14@@1.36,28.65 ± 1.35 / 4.94 ± 0.48@@28.65,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/NbAiLab/nb-bert-ncc-male2female'>NbAiLab/nb-bert-ncc-male2female</a>,🔍,3.33@@3.33,177975035.0,119547.0,512.0,✓,✗,(✓),✗,33.98 ± 1.30 / 51.31 ± 1.54@@33.98,61.51 ± 1.14 / 63.64 ± 1.19@@61.51,1.70 ± 2.17 / 46.58 ± 3.71@@1.70,28.04 ± 0.57 / 6.31 ± 0.89@@28.04,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/Qwen/Qwen1.5-14B-Chat'>Qwen/Qwen1.5-14B-Chat</a>,📝,3.33@@3.33,14167290880.0,152064.0,32768.0,✗,✗,(✓),✓,18.83 ± 2.24 / 44.04 ± 1.86@@18.83,40.24 ± 3.11 / 21.39 ± 2.29@@40.24,6.12 ± 1.52 / 49.14 ± 2.55@@6.12,50.62 ± 1.73 / 23.25 ± 1.97@@50.62,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/KBLab/megatron-bert-large-swedish-cased-165k'>KBLab/megatron-bert-large-swedish-cased-165k</a>,🔍,3.34@@3.34,369621120.0,64128.0,512.0,✓,✗,(✓),✗,29.06 ± 2.59 / 50.44 ± 2.59@@29.06,61.04 ± 1.22 / 63.72 ± 1.03@@61.04,2.73 ± 2.58 / 44.52 ± 3.82@@2.73,30.90 ± 0.84 / 6.08 ± 0.74@@30.90,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/google/gemma-4-26B-A4B'>google/gemma-4-26B-A4B (val)</a>,🧠,3.35@@3.35,25805936206.0,262144.0,8192.0,✓,✗,(✓),✓,15.41 ± 1.74 / 32.72 ± 0.87@@15.41,43.15 ± 3.36 / 36.03 ± 2.77@@43.15,0.66 ± 2.06 / 33.42 ± 0.38@@0.66,57.20 ± 1.51 / 27.20 ± 1.70@@57.20,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base</a>,🧠,3.35@@3.35,20066993152.0,49152.0,8192.0,✓,✗,(✓),✗,16.16 ± 2.66 / 30.51 ± 2.90@@16.16,55.19 ± 2.04 / 45.55 ± 6.56@@55.19,1.00 ± 1.06 / 33.58 ± 0.43@@1.00,46.39 ± 1.73 / 19.31 ± 2.91@@46.39,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/AI-Sweden-Models/bert-large-nordic-pile-1M-steps'>AI-Sweden-Models/bert-large-nordic-pile-1M-steps</a>,🔍,3.35@@3.35,369425410.0,64000.0,512.0,✓,✗,(✓),✗,32.62 ± 1.96 / 52.63 ± 2.11@@32.62,64.07 ± 1.32 / 66.55 ± 1.52@@64.07,0.06 ± 1.59 / 46.14 ± 2.99@@0.06,26.40 ± 1.59 / 4.78 ± 0.46@@26.40,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini (val)</a>,🤔,3.36@@3.36,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,25.55 ± 4.13 / 46.45 ± 2.91@@25.55,45.91 ± 1.73 / 29.47 ± 1.36@@45.91,7.78 ± 2.65 / 53.55 ± 1.35@@7.78,34.17 ± 1.27 / 19.41 ± 0.99@@34.17,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/NbAiLab/nb-bert-base'>NbAiLab/nb-bert-base</a>,🔍,3.36@@3.36,178567165.0,119547.0,512.0,✓,✗,(✓),✗,31.16 ± 1.70 / 48.95 ± 2.18@@31.16,61.49 ± 1.42 / 63.32 ± 1.56@@61.49,1.70 ± 1.33 / 48.53 ± 2.28@@1.70,28.69 ± 1.01 / 5.75 ± 0.57@@28.69,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,3.37@@3.37,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,43.44 ± 1.81 / 60.97 ± 1.42@@43.44,47.77 ± 1.64 / 29.68 ± 2.17@@47.77,0.22 ± 0.43 / 33.37 ± 0.27@@0.22,27.48 ± 2.72 / 2.30 ± 1.13@@27.48,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,3.37@@3.37,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,24.09 ± 2.12 / 46.08 ± 2.93@@24.09,39.11 ± 2.26 / 33.32 ± 2.41@@39.11,3.48 ± 1.61 / 45.89 ± 4.01@@3.48,47.35 ± 1.48 / 21.54 ± 1.77@@47.35,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,3.38@@3.38,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,5.70 ± 2.90 / 26.22 ± 3.95@@5.70,46.73 ± 4.57 / 27.44 ± 2.67@@46.73,8.66 ± 0.93 / 41.74 ± 1.43@@8.66,50.91 ± 2.06 / 24.93 ± 1.71@@50.91,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B</a>,🧠,3.39@@3.39,13716198400.0,100352.0,4096.0,✓,✗,(✓),✓,27.96 ± 4.85 / 43.47 ± 4.86@@27.96,28.91 ± 6.97 / 24.32 ± 5.35@@28.91,0.38 ± 1.03 / 33.59 ± 0.40@@0.38,52.82 ± 1.73 / 27.98 ± 2.41@@52.82,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,3.39@@3.39,33715603456.0,49152.0,8192.0,✓,✗,(✓),✗,9.87 ± 3.33 / 25.91 ± 3.25@@9.87,56.20 ± 2.87 / 52.33 ± 4.97@@56.20,0.00 ± 0.00 / 33.50 ± 0.37@@0.00,48.43 ± 1.21 / 21.98 ± 1.86@@48.43,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/CohereLabs/tiny-aya-base'>CohereLabs/tiny-aya-base (val)</a>,🧠,3.40@@3.40,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,27.17 ± 6.84 / 36.79 ± 6.14@@27.17,28.91 ± 9.00 / 26.17 ± 7.68@@28.91,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,52.31 ± 2.22 / 25.92 ± 3.11@@52.31,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/utter-project/EuroLLM-22B-Preview'>utter-project/EuroLLM-22B-Preview</a>,🧠,3.42@@3.42,?,128000.0,4096.0,✓,✗,(✓),✓,28.78 ± 3.75 / 45.50 ± 3.92@@28.78,19.19 ± 6.34 / 19.33 ± 4.20@@19.19,5.21 ± 2.49 / 45.76 ± 5.13@@5.21,54.42 ± 2.46 / 27.17 ± 3.14@@54.42,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/ltg/norbert3-small'>ltg/norbert3-small</a>,🔍,3.43@@3.43,40634882.0,50000.0,512.0,✓,✗,(✓),✗,31.69 ± 1.82 / 50.53 ± 3.17@@31.69,53.71 ± 1.14 / 56.59 ± 1.52@@53.71,1.05 ± 1.62 / 44.50 ± 3.86@@1.05,27.99 ± 1.28 / 10.39 ± 0.69@@27.99,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/NbAiLab/borealis-4b-instruct-preview'>NbAiLab/borealis-4b-instruct-preview</a>,📝,3.44@@3.44,4300079472.0,262144.0,8192.0,✓,✗,(✓),✗,34.19 ± 5.11 / 48.13 ± 6.26@@34.19,51.24 ± 2.77 / 30.55 ± 2.67@@51.24,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,27.46 ± 3.19 / 0.71 ± 0.51@@27.46,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,3.45@@3.45,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,25.20 ± 5.60 / 42.43 ± 4.53@@25.20,52.75 ± 3.42 / 46.18 ± 4.73@@52.75,7.50 ± 1.38 / 48.64 ± 1.85@@7.50,28.51 ± 2.21 / 0.29 ± 0.09@@28.51,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,3.45@@3.45,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,20.01 ± 5.28 / 45.77 ± 3.72@@20.01,40.26 ± 1.26 / 23.44 ± 0.93@@40.26,7.70 ± 1.86 / 52.80 ± 1.02@@7.70,40.52 ± 1.37 / 20.66 ± 1.11@@40.52,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/KBLab/bert-base-swedish-cased-new'>KBLab/bert-base-swedish-cased-new</a>,🔍,3.46@@3.46,135259392.0,64000.0,512.0,✓,✗,(✓),✗,29.67 ± 2.87 / 49.40 ± 2.22@@29.67,61.35 ± 2.10 / 64.03 ± 1.98@@61.35,0.44 ± 1.24 / 45.89 ± 2.84@@0.44,23.81 ± 2.42 / 4.32 ± 0.51@@23.81,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/KBLab/megatron-bert-base-swedish-cased-125k'>KBLab/megatron-bert-base-swedish-cased-125k</a>,🔍,3.46@@3.46,135357824.0,64128.0,512.0,✓,✗,(✓),✗,29.35 ± 1.65 / 49.39 ± 2.80@@29.35,59.15 ± 1.56 / 61.68 ± 1.48@@59.15,0.35 ± 1.99 / 46.98 ± 3.39@@0.35,26.33 ± 1.05 / 5.06 ± 0.66@@26.33,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,3.46@@3.46,33715603456.0,49152.0,8192.0,✓,✗,(✓),✗,12.89 ± 2.13 / 33.55 ± 2.08@@12.89,43.01 ± 4.38 / 38.67 ± 5.57@@43.01,7.58 ± 2.28 / 53.17 ± 0.82@@7.58,45.67 ± 1.36 / 17.75 ± 1.55@@45.67,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/ltg/norbert3-base'>ltg/norbert3-base</a>,🔍,3.46@@3.46,124032002.0,50000.0,512.0,✓,✗,(✓),✗,32.39 ± 2.40 / 51.39 ± 1.75@@32.39,56.10 ± 1.92 / 58.96 ± 1.46@@56.10,0.40 ± 1.56 / 42.86 ± 4.19@@0.40,24.60 ± 1.89 / 9.71 ± 1.28@@24.60,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,3.47@@3.47,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,22.86 ± 3.68 / 43.85 ± 4.37@@22.86,43.28 ± 4.24 / 35.68 ± 3.77@@43.28,0.16 ± 1.75 / 34.84 ± 0.65@@0.16,41.72 ± 2.79 / 17.54 ± 1.70@@41.72,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/MaLA-LM/emma-500-llama2-7b'>MaLA-LM/emma-500-llama2-7b</a>,🧠,3.47@@3.47,6738415616.0,32000.0,4096.0,✓,✗,(✓),✗,18.83 ± 5.09 / 30.49 ± 5.78@@18.83,31.54 ± 2.72 / 28.94 ± 2.84@@31.54,5.45 ± 1.85 / 49.00 ± 3.05@@5.45,47.07 ± 5.06 / 15.76 ± 7.66@@47.07,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200,15.2.0.dev0@@150200
<a href='https://hf.co/THUDM/GLM-4.1V-9B-Thinking'>THUDM/GLM-4.1V-9B-Thinking</a>,🤔,3.49@@3.49,10292777472.0,151552.0,65536.0,✓,✗,(✓),✗,39.11 ± 3.32 / 57.16 ± 3.19@@39.11,35.27 ± 2.07 / 18.66 ± 1.47@@35.27,17.39 ± 1.27 / 50.83 ± 1.31@@17.39,14.48 ± 0.75 / 0.00 ± 0.00@@14.48,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300,15.13.0.dev0@@151300
<a href='https://hf.co/NbAiLab/nb-bert-large'>NbAiLab/nb-bert-large</a>,🔍,3.49@@3.49,356191570.0,50000.0,512.0,✓,✗,(✓),✗,27.42 ± 4.80 / 47.03 ± 4.52@@27.42,44.04 ± 2.13 / 41.87 ± 2.18@@44.04,2.29 ± 3.01 / 49.76 ± 1.76@@2.29,33.20 ± 1.85 / 6.09 ± 1.28@@33.20,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#minimal (zero-shot, val)</a>",🤔,3.50@@3.50,?,100256.0,272000.0,✓,✗,✗,✓,39.06 ± 3.33 / 54.67 ± 2.52@@39.06,16.17 ± 1.17 / 11.64 ± 0.74@@16.17,10.20 ± 2.04 / 52.98 ± 1.38@@10.20,35.05 ± 0.91 / 16.88 ± 0.96@@35.05,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,3.51@@3.51,40433885184.0,256000.0,32768.0,✓,✗,(✓),✓,12.23 ± 5.45 / 23.74 ± 3.53@@12.23,39.81 ± 6.44 / 38.10 ± 4.36@@39.81,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,52.89 ± 3.58 / 25.29 ± 4.69@@52.89,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/Qwen/Qwen3.5-2B'>Qwen/Qwen3.5-2B (val)</a>,📝,3.51@@3.51,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,13.98 ± 2.49 / 31.34 ± 2.11@@13.98,38.81 ± 4.06 / 21.27 ± 2.44@@38.81,0.00 ± 0.00 / 32.87 ± 0.96@@0.00,49.72 ± 1.84 / 24.00 ± 2.30@@49.72,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,3.53@@3.53,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,16.18 ± 2.08 / 29.86 ± 1.64@@16.18,52.98 ± 1.07 / 36.14 ± 4.72@@52.98,6.45 ± 1.33 / 49.96 ± 1.61@@6.45,31.00 ± 3.62 / 2.82 ± 2.08@@31.00,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/allenai/OLMo-2-1124-7B-Instruct'>allenai/OLMo-2-1124-7B-Instruct</a>,📝,3.54@@3.54,7298617344.0,100352.0,4096.0,✓,✗,(✓),✓,17.82 ± 1.59 / 40.47 ± 3.12@@17.82,28.56 ± 1.49 / 18.56 ± 0.96@@28.56,3.41 ± 1.53 / 50.22 ± 1.49@@3.41,47.63 ± 1.08 / 24.51 ± 0.59@@47.63,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf</a>,📝,3.54@@3.54,68976653312.0,32000.0,4096.0,✓,✗,(✓),✓,13.89 ± 4.08 / 32.24 ± 3.83@@13.89,36.67 ± 2.32 / 21.95 ± 1.96@@36.67,2.23 ± 1.03 / 46.83 ± 1.98@@2.23,46.62 ± 1.42 / 19.02 ± 1.53@@46.62,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think (val)</a>,🤔,3.54@@3.54,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,18.04 ± 2.62 / 43.35 ± 1.74@@18.04,42.94 ± 3.04 / 35.01 ± 2.10@@42.94,2.94 ± 2.88 / 49.03 ± 1.32@@2.94,37.00 ± 0.98 / 13.49 ± 1.19@@37.00,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/KBLab/roberta-base-swedish-cased'>KBLab/roberta-base-swedish-cased</a>,🔍,3.55@@3.55,125979650.0,52000.0,514.0,✓,✗,(✓),✗,31.06 ± 2.75 / 50.21 ± 2.28@@31.06,54.71 ± 2.30 / 57.28 ± 1.71@@54.71,-0.67 ± 1.40 / 41.27 ± 3.92@@-0.67,23.50 ± 0.97 / 4.34 ± 0.73@@23.50,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/vesteinn/DanskBERT'>vesteinn/DanskBERT</a>,🔍,3.55@@3.55,124548012.0,50005.0,514.0,✓,✗,(✓),✓,25.98 ± 3.91 / 44.84 ± 4.21@@25.98,59.19 ± 1.58 / 61.81 ± 1.40@@59.19,-0.08 ± 1.33 / 42.62 ± 4.83@@-0.08,24.72 ± 1.66 / 8.64 ± 0.85@@24.72,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/ibm-granite/granite-20b-code-instruct'>ibm-granite/granite-20b-code-instruct</a>,📝,3.56@@3.56,20066993152.0,49152.0,8192.0,✓,✗,(✓),✗,10.51 ± 2.23 / 29.18 ± 1.86@@10.51,48.91 ± 1.56 / 39.68 ± 5.00@@48.91,0.92 ± 1.05 / 36.68 ± 1.62@@0.92,39.98 ± 1.36 / 13.74 ± 1.35@@39.98,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.57@@3.57,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,0.00 ± 0.00 / 14.13 ± 0.34@@0.00,41.66 ± 3.24 / 25.31 ± 1.38@@41.66,0.00 ± 0.00 / 32.87 ± 0.49@@0.00,56.65 ± 1.07 / 29.08 ± 0.79@@56.65,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/KBLab/sentence-bert-swedish-cased'>KBLab/sentence-bert-swedish-cased</a>,🔍,3.59@@3.59,124691456.0,50325.0,512.0,✓,✗,(✓),✗,33.16 ± 1.43 / 51.29 ± 2.26@@33.16,43.99 ± 3.33 / 45.04 ± 3.53@@43.99,0.71 ± 1.36 / 41.64 ± 4.73@@0.71,24.98 ± 0.76 / 3.46 ± 0.56@@24.98,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
<a href='https://hf.co/allenai/Olmo-3-7B-Think'>allenai/Olmo-3-7B-Think</a>,🤔,3.59@@3.59,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,13.96 ± 2.21 / 41.50 ± 1.66@@13.96,43.45 ± 4.51 / 32.37 ± 3.18@@43.45,3.72 ± 1.57 / 46.69 ± 1.32@@3.72,34.33 ± 1.24 / 11.06 ± 0.66@@34.33,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/KBLab/bert-base-swedish-cased'>KBLab/bert-base-swedish-cased</a>,🔍,3.59@@3.59,125333397.0,50325.0,512.0,✓,✗,(✓),✗,29.25 ± 1.60 / 49.88 ± 1.91@@29.25,50.34 ± 1.30 / 51.54 ± 1.34@@50.34,0.83 ± 1.79 / 46.68 ± 3.25@@0.83,24.52 ± 1.13 / 4.63 ± 0.64@@24.52,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802,15.8.2@@150802
