<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
"<a href='https://platform.openai.com/docs/models/gpt-4.1-nano'>gpt-4.1-nano-2025-04-14 (zero-shot, val)</a>",📝,2.06@@2.06,?,?,1047576.0,✓,✗,✗,✓,58.22 ± 2.07 / 69.32 ± 1.47@@58.22,66.56 ± 2.17 / 58.62 ± 2.03@@66.56,45.23 ± 4.26 / 71.92 ± 2.15@@45.23,74.28 ± 0.76 / 49.02 ± 1.16@@74.28,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601,15.6.1.dev0@@150601
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct'>allenai/Olmo-3-7B-Instruct</a>,📝,2.07@@2.07,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,57.34 ± 1.96 / 67.21 ± 1.45@@57.34,57.66 ± 2.49 / 53.34 ± 1.52@@57.66,52.13 ± 1.73 / 75.78 ± 1.07@@52.13,80.31 ± 1.14 / 65.18 ± 1.52@@80.31,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,2.08@@2.08,?,65024.0,?,✓,✗,(✓),✗,62.07 ± 1.75 / 69.86 ± 0.98@@62.07,57.86 ± 2.80 / 49.92 ± 2.41@@57.86,37.72 ± 4.61 / 63.41 ± 5.14@@37.72,85.49 ± 0.66 / 73.70 ± 0.77@@85.49,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901
<a href='https://ollama.com/library/gemma3:4b-it-q4_K_M'>ollama_chat/gemma3:4b-it-q4_K_M</a>,📝,2.08@@2.08,?,?,?,✓,✗,✗,✓,66.22 ± 0.72 / 68.51 ± 0.85@@66.22,65.11 ± 1.39 / 58.35 ± 0.87@@65.11,37.20 ± 0.96 / 65.38 ± 1.23@@37.20,72.28 ± 1.06 / 47.96 ± 1.55@@72.28,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/FacebookAI/roberta-large'>FacebookAI/roberta-large</a>,🔍,2.09@@2.09,355412571.0,50265.0,512.0,✓,✗,(✓),✓,40.22 ± 18.37 / 47.97 ± 11.71@@40.22,90.10 ± 0.73 / 89.45 ± 0.68@@90.10,33.72 ± 14.28 / 63.88 ± 9.50@@33.72,78.09 ± 0.99 / 65.72 ± 1.14@@78.09,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/google/gemma-2-9b'>google/gemma-2-9b</a>,🧠,2.09@@2.09,9241705984.0,256000.0,8192.0,✓,✗,(✓),✓,67.65 ± 1.47 / 69.44 ± 1.45@@67.65,48.05 ± 5.68 / 45.03 ± 3.91@@48.05,44.03 ± 3.00 / 71.32 ± 1.36@@44.03,83.77 ± 1.59 / 68.93 ± 2.38@@83.77,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base</a>,🧠,2.09@@2.09,33715603456.0,49152.0,8192.0,✓,✗,(✓),✗,63.99 ± 0.53 / 57.90 ± 0.61@@63.99,69.47 ± 2.42 / 67.26 ± 1.86@@69.47,22.17 ± 2.72 / 56.24 ± 3.34@@22.17,86.96 ± 1.44 / 78.45 ± 1.96@@86.96,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://ollama.com/library/hf.co'>ollama_chat/hf.co/google/gemma-3-4b-it-qat-q4_0-gguf</a>,📝,2.09@@2.09,3880099328.0,?,131072.0,✓,✗,✗,✓,64.57 ± 1.07 / 68.45 ± 0.73@@64.57,64.51 ± 1.91 / 58.99 ± 1.33@@64.51,39.21 ± 0.93 / 68.54 ± 0.39@@39.21,72.90 ± 1.07 / 50.16 ± 1.47@@72.90,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/google/gemma-3n-E4B'>google/gemma-3n-E4B</a>,🧠,2.10@@2.10,7849978192.0,262400.0,?,✓,✗,(✓),✓,65.39 ± 1.73 / 68.75 ± 1.13@@65.39,63.91 ± 3.46 / 59.80 ± 3.20@@63.91,27.90 ± 2.15 / 60.85 ± 3.45@@27.90,84.71 ± 1.51 / 74.14 ± 1.75@@84.71,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/microsoft/phi-4'>microsoft/phi-4</a>,📝,2.11@@2.11,14659507200.0,100352.0,16384.0,✓,✗,(✓),✓,67.04 ± 1.21 / 72.72 ± 0.79@@67.04,75.51 ± 0.82 / 68.10 ± 1.24@@75.51,49.17 ± 1.76 / 71.89 ± 1.69@@49.17,42.94 ± 0.80 / 0.00 ± 0.00@@42.94,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.13@@2.13,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,67.03 ± 1.56 / 73.01 ± 0.95@@67.03,77.12 ± 1.32 / 75.17 ± 1.10@@77.12,52.14 ± 1.97 / 73.32 ± 1.74@@52.14,34.44 ± 1.32 / 0.00 ± 0.00@@34.44,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,📝,2.13@@2.13,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,61.10 ± 1.01 / 68.68 ± 0.72@@61.10,60.06 ± 2.18 / 48.62 ± 2.01@@60.06,37.85 ± 1.86 / 67.26 ± 1.66@@37.85,79.31 ± 1.12 / 66.50 ± 1.36@@79.31,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/allenai/Olmo-3-7B-Instruct-DPO'>allenai/Olmo-3-7B-Instruct-DPO</a>,📝,2.13@@2.13,7298011136.0,100278.0,65536.0,✗,✗,(✓),✓,57.48 ± 2.32 / 67.29 ± 1.69@@57.48,57.80 ± 2.48 / 52.73 ± 1.93@@57.80,51.83 ± 1.84 / 75.72 ± 1.06@@51.83,72.44 ± 3.64 / 54.13 ± 3.47@@72.44,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,2.13@@2.13,2569272320.0,65536.0,128000.0,✗,✗,(✓),✓,59.72 ± 1.20 / 68.31 ± 0.69@@59.72,66.45 ± 1.03 / 56.54 ± 0.66@@66.45,35.38 ± 2.08 / 67.30 ± 0.91@@35.38,79.32 ± 0.65 / 64.10 ± 0.88@@79.32,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/utter-project/EuroLLM-22B-2512'>utter-project/EuroLLM-22B-2512</a>,🧠,2.14@@2.14,22637328384.0,128000.0,32768.0,✓,✗,(✓),✓,62.75 ± 1.96 / 69.95 ± 1.00@@62.75,59.95 ± 2.60 / 54.75 ± 2.37@@59.95,32.33 ± 6.00 / 57.44 ± 5.97@@32.33,82.92 ± 2.68 / 71.40 ± 4.02@@82.92,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#thinking</a>,🤔,2.14@@2.14,110468824832.0,151552.0,131072.0,✓,✗,✗,✓,67.42 ± 0.76 / 67.13 ± 0.79@@67.42,80.69 ± 0.79 / 72.19 ± 1.23@@80.69,50.34 ± 1.22 / 72.16 ± 0.90@@50.34,32.62 ± 0.28 / 0.00 ± 0.00@@32.62,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/google/gemma-2-27b'>google/gemma-2-27b</a>,🧠,2.14@@2.14,27227128320.0,256000.0,8192.0,✓,✗,(✓),✓,67.70 ± 1.84 / 66.16 ± 2.40@@67.70,36.36 ± 2.54 / 37.75 ± 2.55@@36.36,48.60 ± 2.51 / 73.47 ± 1.63@@48.60,88.11 ± 1.34 / 77.57 ± 2.09@@88.11,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,2.14@@2.14,33715603456.0,49152.0,8192.0,✓,✗,(✓),✗,62.49 ± 0.79 / 57.27 ± 0.59@@62.49,69.43 ± 3.11 / 66.60 ± 2.12@@69.43,24.28 ± 2.40 / 59.34 ± 1.96@@24.28,84.50 ± 0.95 / 74.08 ± 1.29@@84.50,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/FacebookAI/roberta-base'>FacebookAI/roberta-base</a>,🔍,2.15@@2.15,124697947.0,50265.0,512.0,✓,✗,(✓),✓,59.58 ± 1.15 / 56.16 ± 1.31@@59.58,88.90 ± 0.83 / 88.61 ± 0.76@@88.90,22.83 ± 12.42 / 54.05 ± 11.06@@22.83,64.56 ± 0.95 / 52.12 ± 1.06@@64.56,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/RuterNorway/Llama-2-13b-chat-norwegian'>RuterNorway/Llama-2-13b-chat-norwegian</a>,📝,2.16@@2.16,?,32000.0,4096.0,✗,✗,(✓),✗,64.14 ± 1.61 / 68.00 ± 1.67@@64.14,64.93 ± 2.24 / 57.95 ± 1.24@@64.93,28.08 ± 3.86 / 62.71 ± 2.98@@28.08,79.57 ± 0.96 / 62.09 ± 1.68@@79.57,9.3.1@@90301,9.3.1@@90301,9.3.1@@90301,9.3.1@@90301
<a href='https://hf.co/jhu-clsp/mmBERT-base'>jhu-clsp/mmBERT-base</a>,🔍,2.17@@2.17,307532547.0,256000.0,8192.0,✓,✗,(✓),✓,44.75 ± 7.18 / 54.33 ± 3.26@@44.75,84.92 ± 1.36 / 85.27 ± 1.26@@84.92,40.62 ± 6.16 / 69.51 ± 3.63@@40.62,63.50 ± 2.03 / 47.05 ± 2.42@@63.50,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.17@@2.17,2031739904.0,151936.0,40960.0,✓,✗,✗,✓,59.58 ± 1.15 / 68.15 ± 0.53@@59.58,59.03 ± 2.54 / 47.15 ± 2.22@@59.03,42.04 ± 3.84 / 68.44 ± 3.98@@42.04,78.00 ± 1.02 / 63.88 ± 1.14@@78.00,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,2.17@@2.17,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,67.43 ± 0.52 / 59.09 ± 0.99@@67.43,64.66 ± 1.98 / 60.73 ± 1.78@@64.66,17.63 ± 3.92 / 41.64 ± 3.38@@17.63,83.96 ± 1.43 / 71.55 ± 1.98@@83.96,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,2.18@@2.18,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,64.69 ± 1.01 / 70.01 ± 0.53@@64.69,55.11 ± 2.53 / 44.55 ± 1.81@@55.11,34.90 ± 2.21 / 66.86 ± 1.18@@34.90,80.71 ± 0.42 / 62.06 ± 0.99@@80.71,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/common-pile/comma-v0.1-2t'>common-pile/comma-v0.1-2t</a>,🧠,2.18@@2.18,7002656768.0,64256.0,16384.0,✓,✗,(✓),✗,61.65 ± 1.98 / 65.63 ± 1.43@@61.65,57.38 ± 2.77 / 52.95 ± 2.58@@57.38,27.29 ± 1.96 / 60.36 ± 1.74@@27.29,90.35 ± 0.40 / 83.33 ± 0.61@@90.35,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,2.18@@2.18,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,57.63 ± 1.66 / 67.86 ± 1.20@@57.63,74.41 ± 0.92 / 63.84 ± 1.20@@74.41,46.20 ± 2.27 / 71.72 ± 1.36@@46.20,53.89 ± 0.55 / 0.00 ± 0.00@@53.89,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,2.19@@2.19,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,62.37 ± 1.74 / 70.37 ± 0.97@@62.37,57.35 ± 3.61 / 50.84 ± 2.94@@57.35,36.65 ± 1.29 / 67.32 ± 0.62@@36.65,81.16 ± 0.64 / 67.63 ± 0.85@@81.16,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/google/gemma-4-31B'>google/gemma-4-31B (val)</a>,🧠,2.20@@2.20,31273088876.0,262144.0,8192.0,✓,✗,(✓),✓,52.42 ± 3.23 / 65.17 ± 2.02@@52.42,68.34 ± 1.96 / 63.91 ± 1.35@@68.34,35.80 ± 3.47 / 67.03 ± 1.71@@35.80,79.04 ± 1.15 / 62.84 ± 1.39@@79.04,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,2.22@@2.22,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,56.99 ± 1.73 / 64.99 ± 1.53@@56.99,70.42 ± 0.74 / 59.46 ± 1.43@@70.42,46.81 ± 1.68 / 72.91 ± 0.84@@46.81,52.97 ± 0.73 / 0.00 ± 0.00@@52.97,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base</a>,🧠,2.22@@2.22,20066993152.0,49152.0,8192.0,✓,✗,(✓),✗,61.14 ± 0.94 / 61.13 ± 0.90@@61.14,68.93 ± 2.31 / 64.80 ± 1.29@@68.93,19.91 ± 1.82 / 58.96 ± 1.42@@19.91,85.84 ± 1.45 / 76.55 ± 2.19@@85.84,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-14B</a>,🤔,2.22@@2.22,14770033664.0,152064.0,131072.0,✓,✗,(✓),✓,57.87 ± 1.16 / 63.61 ± 1.02@@57.87,76.48 ± 0.90 / 56.93 ± 1.69@@76.48,34.69 ± 2.39 / 65.84 ± 1.18@@34.69,59.56 ± 3.59 / 36.48 ± 4.52@@59.56,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,2.23@@2.23,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,48.41 ± 4.09 / 57.44 ± 1.94@@48.41,78.96 ± 1.48 / 80.03 ± 1.33@@78.96,36.53 ± 7.20 / 67.83 ± 3.68@@36.53,66.99 ± 2.11 / 51.33 ± 2.31@@66.99,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,2.23@@2.23,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,54.17 ± 4.95 / 61.70 ± 4.86@@54.17,66.44 ± 2.12 / 60.03 ± 1.63@@66.44,28.81 ± 4.81 / 53.16 ± 5.49@@28.81,84.84 ± 1.71 / 72.56 ± 2.94@@84.84,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/Qwen/Qwen3.5-4B'>Qwen/Qwen3.5-4B (val)</a>,🤔,2.24@@2.24,4659861248.0,248044.0,8192.0,✓,✗,(✓),✓,63.64 ± 1.38 / 71.04 ± 1.12@@63.64,50.56 ± 2.39 / 44.39 ± 2.29@@50.56,56.23 ± 1.79 / 74.84 ± 1.30@@56.23,54.49 ± 0.63 / 51.30 ± 0.50@@54.49,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.24@@2.24,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,66.61 ± 0.84 / 68.70 ± 0.61@@66.61,71.18 ± 1.44 / 64.63 ± 1.56@@71.18,47.45 ± 1.55 / 72.66 ± 1.28@@47.45,37.01 ± 7.94 / 16.60 ± 6.33@@37.01,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.24@@2.24,4300079472.0,262144.0,8192.0,✓,✗,(✓),✓,64.54 ± 1.77 / 66.32 ± 1.11@@64.54,51.07 ± 4.42 / 45.64 ± 3.51@@51.07,29.41 ± 5.71 / 60.40 ± 6.06@@29.41,81.73 ± 1.58 / 67.89 ± 1.85@@81.73,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-2-2b-it'>google/gemma-2-2b-it</a>,📝,2.25@@2.25,2614341888.0,256000.0,8192.0,✓,✗,(✓),✓,67.90 ± 1.02 / 70.04 ± 0.95@@67.90,48.76 ± 1.45 / 43.38 ± 1.22@@48.76,32.64 ± 1.31 / 65.15 ± 0.69@@32.64,80.55 ± 0.67 / 61.51 ± 1.13@@80.55,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401
<a href='https://hf.co/CohereLabs/tiny-aya-water'>CohereLabs/tiny-aya-water (val)</a>,📝,2.25@@2.25,3349227520.0,262144.0,500000.0,✗,✗,(✓),✓,61.96 ± 2.60 / 65.93 ± 1.94@@61.96,57.91 ± 2.14 / 47.32 ± 2.17@@57.91,26.79 ± 3.88 / 62.61 ± 1.76@@26.79,81.00 ± 1.11 / 68.96 ± 1.49@@81.00,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/utter-project/EuroLLM-9B'>utter-project/EuroLLM-9B</a>,🧠,2.26@@2.26,9152319488.0,128000.0,4096.0,✓,✗,(✓),✓,62.99 ± 2.77 / 65.72 ± 2.04@@62.99,51.39 ± 2.64 / 43.89 ± 2.17@@51.39,28.47 ± 2.03 / 63.39 ± 1.05@@28.47,85.65 ± 1.47 / 75.57 ± 2.37@@85.65,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.28@@2.28,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,69.16 ± 1.42 / 71.13 ± 1.21@@69.16,74.32 ± 1.14 / 66.91 ± 1.15@@74.32,54.25 ± 1.71 / 76.29 ± 1.13@@54.25,21.80 ± 1.15 / 0.00 ± 0.00@@21.80,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/google/gemma-7b'>google/gemma-7b</a>,🧠,2.28@@2.28,8537680896.0,256000.0,8192.0,✓,✗,(✓),✓,67.79 ± 0.58 / 63.26 ± 1.33@@67.79,43.04 ± 5.15 / 39.21 ± 4.08@@43.04,34.79 ± 2.01 / 66.37 ± 0.93@@34.79,82.31 ± 2.31 / 70.33 ± 3.60@@82.31,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/ibm-granite/granite-4.0-h-tiny'>ibm-granite/granite-4.0-h-tiny</a>,📝,2.29@@2.29,6939037248.0,100352.0,131072.0,✓,✗,(✓),✗,65.67 ± 0.85 / 71.20 ± 0.48@@65.67,64.80 ± 2.33 / 58.79 ± 1.32@@64.80,48.30 ± 2.19 / 72.93 ± 1.75@@48.30,38.80 ± 8.61 / 23.09 ± 9.00@@38.80,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,2.29@@2.29,108641793536.0,200000.0,?,✓,✗,(✓),✓,68.17 ± 0.64 / 66.51 ± 1.44@@68.17,76.85 ± 2.09 / 74.18 ± 1.25@@76.85,42.04 ± 1.56 / 69.51 ± 1.45@@42.04,30.18 ± 3.76 / 0.00 ± 0.00@@30.18,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
"<a href='https://platform.openai.com/docs/models/gpt-5-nano'>gpt-5-nano-2025-08-07#minimal (zero-shot, val)</a>",🤔,2.30@@2.30,?,100256.0,272000.0,✓,✗,✗,✓,57.32 ± 1.38 / 66.70 ± 1.05@@57.32,57.55 ± 1.32 / 43.59 ± 1.36@@57.55,37.35 ± 3.67 / 64.75 ± 1.71@@37.35,73.43 ± 0.91 / 49.08 ± 1.32@@73.43,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.30@@2.30,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,68.47 ± 0.86 / 72.28 ± 0.74@@68.47,70.84 ± 1.66 / 60.22 ± 1.90@@70.84,55.71 ± 1.38 / 77.44 ± 0.69@@55.71,21.52 ± 1.07 / 0.05 ± 0.06@@21.52,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.31@@2.31,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,64.43 ± 2.05 / 64.93 ± 0.89@@64.43,53.06 ± 3.22 / 48.02 ± 3.14@@53.06,25.80 ± 4.02 / 58.23 ± 5.07@@25.80,81.59 ± 1.79 / 70.43 ± 2.13@@81.59,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.31@@2.31,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,68.19 ± 0.71 / 72.27 ± 0.47@@68.19,71.11 ± 1.93 / 60.90 ± 1.26@@71.11,50.31 ± 2.77 / 72.82 ± 2.55@@50.31,26.46 ± 9.56 / 7.34 ± 7.68@@26.46,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-32B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-32B</a>,🤔,2.34@@2.34,32763876352.0,152064.0,131072.0,✓,✗,(✓),✓,53.44 ± 1.82 / 63.33 ± 1.22@@53.44,78.95 ± 0.81 / 59.10 ± 1.63@@78.95,29.09 ± 2.14 / 64.19 ± 1.12@@29.09,61.33 ± 3.29 / 39.16 ± 4.38@@61.33,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.35@@2.35,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,63.43 ± 1.03 / 66.91 ± 1.24@@63.43,55.35 ± 1.69 / 48.25 ± 0.97@@55.35,20.72 ± 1.67 / 59.83 ± 1.02@@20.72,83.18 ± 0.87 / 71.38 ± 1.11@@83.18,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/norallm/normistral-11b-warm'>norallm/normistral-11b-warm</a>,🧠,2.35@@2.35,11429893120.0,51200.0,1024000.0,✓,✗,(✓),✗,65.88 ± 1.38 / 66.32 ± 1.39@@65.88,64.14 ± 3.49 / 59.98 ± 2.77@@64.14,7.99 ± 1.59 / 41.63 ± 2.67@@7.99,83.60 ± 1.49 / 72.79 ± 2.05@@83.60,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,2.35@@2.35,6738417664.0,32000.0,4096.0,✓,✗,(✓),✓,61.46 ± 1.11 / 66.71 ± 0.33@@61.46,57.07 ± 0.91 / 45.67 ± 0.94@@57.07,26.89 ± 1.61 / 60.48 ± 1.59@@26.89,74.22 ± 0.51 / 56.47 ± 0.66@@74.22,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,2.35@@2.35,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,54.44 ± 0.64 / 62.10 ± 0.70@@54.44,70.21 ± 1.35 / 60.16 ± 1.68@@70.21,39.94 ± 2.52 / 69.15 ± 1.39@@39.94,52.43 ± 0.34 / 0.00 ± 0.00@@52.43,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300
