<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.33@@3.33,N/A,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,60.27 ± 2.08 / 60.74 ± 1.58@@60.27,37.14 ± 2.17 / 37.19 ± 1.80@@37.14,3.16 ± 1.37 / 45.06 ± 3.36@@3.16,65.06 ± 1.89 / 51.79 ± 1.75@@65.06,29.88 ± 2.29 / 32.87 ± 2.56@@29.88,0.17 ± 2.10 / 27.71 ± 0.94@@0.17,0.54 ± 1.07 / 25.16 ± 0.59@@0.54,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.34@@3.34,N/A,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,50.67 ± 4.35 / 57.05 ± 2.01@@50.67,22.51 ± 6.85 / 22.59 ± 5.60@@22.51,1.86 ± 2.25 / 47.14 ± 2.47@@1.86,66.16 ± 1.05 / 53.60 ± 1.22@@66.16,37.33 ± 1.86 / 40.22 ± 2.19@@37.33,3.63 ± 2.50 / 23.96 ± 2.04@@3.63,-0.40 ± 1.37 / 24.34 ± 0.72@@-0.40,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.15.0.dev0@@161500,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.34@@3.34,0.37,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,47.28 ± 1.81 / 59.38 ± 1.91@@47.28,48.95 ± 1.12 / 43.53 ± 0.88@@48.95,2.54 ± 1.31 / 36.67 ± 2.70@@2.54,19.79 ± 1.37 / 4.55 ± 1.25@@19.79,39.75 ± 0.51 / 42.92 ± 0.51@@39.75,25.08 ± 2.13 / 42.09 ± 1.47@@25.08,0.85 ± 1.31 / 25.06 ± 0.52@@0.85,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.37@@3.37,N/A,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,51.32 ± 3.15 / 57.36 ± 2.14@@51.32,41.60 ± 3.51 / 38.57 ± 3.28@@41.60,-0.62 ± 1.48 / 42.81 ± 3.45@@-0.62,53.21 ± 2.56 / 42.35 ± 2.26@@53.21,35.68 ± 1.66 / 39.02 ± 1.94@@35.68,4.08 ± 2.80 / 24.43 ± 2.18@@4.08,-0.41 ± 1.22 / 24.93 ± 1.05@@-0.41,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.50@@3.50,N/A,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,49.25 ± 3.26 / 59.78 ± 2.86@@49.25,35.40 ± 2.75 / 33.79 ± 2.66@@35.40,3.24 ± 2.73 / 34.34 ± 0.76@@3.24,55.94 ± 2.26 / 42.40 ± 1.84@@55.94,20.76 ± 2.24 / 20.72 ± 2.29@@20.76,45.91 ± 3.26 / 57.42 ± 3.22@@45.91,2.38 ± 1.43 / 25.88 ± 0.80@@2.38,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,3.51@@3.51,N/A,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,47.82 ± 5.30 / 55.45 ± 3.49@@47.82,29.99 ± 3.04 / 29.62 ± 2.12@@29.99,4.91 ± 1.86 / 46.85 ± 2.89@@4.91,61.31 ± 2.75 / 49.28 ± 2.65@@61.31,30.92 ± 4.55 / 33.40 ± 5.12@@30.92,-0.15 ± 1.25 / 27.91 ± 1.03@@-0.15,-0.05 ± 1.00 / 24.98 ± 0.52@@-0.05,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,3.57@@3.57,0.01,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,27.86 ± 3.81 / 38.85 ± 3.60@@27.86,33.80 ± 2.18 / 30.29 ± 1.89@@33.80,3.40 ± 1.27 / 46.82 ± 2.33@@3.40,21.66 ± 3.37 / 2.93 ± 1.64@@21.66,40.52 ± 0.23 / 43.64 ± 0.24@@40.52,18.25 ± 2.71 / 37.81 ± 2.00@@18.25,1.38 ± 0.73 / 25.57 ± 0.39@@1.38,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.58@@3.58,N/A,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,25.68 ± 2.20 / 48.17 ± 1.52@@25.68,42.55 ± 1.93 / 39.65 ± 1.57@@42.55,5.25 ± 2.40 / 51.59 ± 1.22@@5.25,67.29 ± 1.04 / 54.16 ± 1.41@@67.29,23.69 ± 1.63 / 24.63 ± 1.78@@23.69,25.28 ± 3.79 / 45.20 ± 2.69@@25.28,-0.13 ± 1.48 / 24.49 ± 1.09@@-0.13,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.59@@3.59,0.12,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,17.22 ± 9.20 / 29.07 ± 6.19@@17.22,18.89 ± 5.65 / 20.43 ± 3.84@@18.89,-0.01 ± 1.44 / 33.56 ± 0.38@@-0.01,65.70 ± 1.62 / 51.22 ± 1.84@@65.70,40.82 ± 0.32 / 44.28 ± 0.33@@40.82,2.70 ± 2.04 / 24.43 ± 1.59@@2.70,-0.06 ± 0.89 / 24.43 ± 0.72@@-0.06,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.15.0.dev0@@161500,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.66@@3.66,0.88,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,14.71 ± 5.23 / 35.02 ± 4.77@@14.71,54.24 ± 2.02 / 47.07 ± 2.23@@54.24,4.98 ± 2.53 / 48.48 ± 3.37@@4.98,9.00 ± 1.16 / 0.00 ± 0.00@@9.00,40.60 ± 0.35 / 42.93 ± 0.50@@40.60,9.27 ± 2.70 / 32.38 ± 2.28@@9.27,0.34 ± 0.67 / 24.66 ± 0.35@@0.34,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,3.75@@3.75,N/A,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,37.97 ± 4.61 / 42.35 ± 3.70@@37.97,24.44 ± 2.14 / 26.19 ± 1.42@@24.44,0.73 ± 2.34 / 39.26 ± 3.80@@0.73,46.88 ± 1.98 / 35.48 ± 1.55@@46.88,29.04 ± 2.01 / 31.66 ± 2.20@@29.04,-0.67 ± 1.55 / 20.43 ± 1.62@@-0.67,1.46 ± 0.99 / 25.40 ± 0.71@@1.46,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.14.0.dev0@@161400,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.75@@3.75,N/A,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,22.59 ± 2.86 / 44.48 ± 1.33@@22.59,24.74 ± 1.56 / 23.68 ± 1.28@@24.74,0.75 ± 2.62 / 48.39 ± 1.64@@0.75,63.17 ± 2.02 / 49.56 ± 2.75@@63.17,23.60 ± 1.38 / 24.76 ± 1.54@@23.60,29.18 ± 1.25 / 47.34 ± 0.92@@29.18,2.80 ± 1.13 / 27.58 ± 0.91@@2.80,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,3.76@@3.76,2.76,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,6.79 ± 1.21 / 20.70 ± 0.42@@6.79,27.22 ± 1.49 / 26.70 ± 1.42@@27.22,1.98 ± 1.02 / 44.49 ± 3.95@@1.98,47.55 ± 0.97 / 32.65 ± 1.41@@47.55,42.05 ± 0.73 / 45.66 ± 0.84@@42.05,0.84 ± 1.57 / 25.00 ± 1.87@@0.84,-0.45 ± 1.07 / 24.77 ± 0.72@@-0.45,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.14.0.dev0@@161400,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,3.84@@3.84,N/A,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,39.89 ± 8.65 / 42.39 ± 6.07@@39.89,31.41 ± 2.60 / 30.40 ± 2.39@@31.41,0.46 ± 1.79 / 41.96 ± 2.91@@0.46,38.83 ± 2.17 / 27.56 ± 2.05@@38.83,25.16 ± 2.62 / 27.39 ± 2.83@@25.16,2.47 ± 1.94 / 20.55 ± 1.93@@2.47,0.41 ± 1.12 / 24.70 ± 0.60@@0.41,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.88@@3.88,N/A,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,52.85 ± 5.13 / 50.56 ± 3.11@@52.85,26.28 ± 5.69 / 26.75 ± 4.77@@26.28,0.53 ± 1.38 / 44.68 ± 2.97@@0.53,40.36 ± 1.79 / 29.66 ± 1.35@@40.36,21.87 ± 2.10 / 23.63 ± 2.52@@21.87,0.51 ± 2.62 / 27.34 ± 2.49@@0.51,-0.22 ± 0.94 / 25.04 ± 0.60@@-0.22,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.92@@3.92,?,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,11.09 ± 1.98 / 36.05 ± 1.57@@11.09,38.54 ± 3.64 / 34.49 ± 3.13@@38.54,17.30 ± 2.78 / 58.05 ± 1.36@@17.30,11.58 ± 0.52 / 1.73 ± 0.31@@11.58,28.84 ± 3.04 / 31.97 ± 3.35@@28.84,7.08 ± 1.55 / 30.16 ± 0.99@@7.08,9.01 ± 1.89 / 25.16 ± 0.83@@9.01,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,3.95@@3.95,0.29,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,26.89 ± 10.61 / 35.21 ± 7.69@@26.89,17.54 ± 6.09 / 18.20 ± 5.48@@17.54,0.47 ± 0.87 / 41.23 ± 4.41@@0.47,11.00 ± 0.47 / 0.00 ± 0.00@@11.00,38.71 ± 0.52 / 41.73 ± 0.55@@38.71,-1.50 ± 2.29 / 26.72 ± 2.63@@-1.50,0.69 ± 1.22 / 25.17 ± 1.03@@0.69,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,3.95@@3.95,0.0,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,2.52 ± 1.74 / 19.77 ± 0.36@@2.52,27.98 ± 4.44 / 30.33 ± 2.87@@27.98,5.49 ± 2.49 / 44.33 ± 4.97@@5.49,14.17 ± 0.60 / 0.00 ± 0.00@@14.17,41.66 ± 0.08 / 44.74 ± 0.12@@41.66,-2.37 ± 2.10 / 27.25 ± 1.01@@-2.37,0.33 ± 1.00 / 24.89 ± 0.75@@0.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,3.97@@3.97,N/A,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,15.47 ± 8.91 / 28.53 ± 8.41@@15.47,31.63 ± 3.32 / 31.71 ± 2.50@@31.63,1.21 ± 2.06 / 41.31 ± 3.70@@1.21,31.06 ± 2.42 / 21.28 ± 2.63@@31.06,27.22 ± 0.98 / 29.57 ± 1.12@@27.22,-1.07 ± 1.99 / 24.82 ± 3.15@@-1.07,0.49 ± 1.63 / 25.46 ± 1.25@@0.49,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.03@@4.03,25.06,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,18.45 ± 5.50 / 32.79 ± 4.74@@18.45,24.66 ± 3.61 / 24.83 ± 3.10@@24.66,2.17 ± 2.04 / 42.68 ± 3.05@@2.17,9.14 ± 0.46 / 0.02 ± 0.02@@9.14,35.83 ± 0.91 / 38.83 ± 0.97@@35.83,1.42 ± 1.93 / 24.77 ± 2.69@@1.42,-0.79 ± 1.36 / 24.53 ± 1.08@@-0.79,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.14.0.dev0@@161400,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.51@@4.51,6.08,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,1.57 ± 1.61 / 18.55 ± 4.28@@1.57,18.02 ± 2.90 / 19.56 ± 2.04@@18.02,-0.00 ± 1.47 / 37.64 ± 4.27@@-0.00,3.61 ± 0.46 / 0.00 ± 0.00@@3.61,23.13 ± 0.86 / 25.52 ± 0.97@@23.13,0.95 ± 2.20 / 21.86 ± 2.75@@0.95,0.41 ± 0.98 / 24.42 ± 0.70@@0.41,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.14.0.dev0@@161400,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.69@@4.69,N/A,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,14.17 ± 4.61 / 33.88 ± 5.17@@14.17,1.52 ± 1.68 / 1.40 ± 1.50@@1.52,-0.08 ± 1.31 / 44.49 ± 3.31@@-0.08,8.99 ± 0.66 / 1.94 ± 0.65@@8.99,15.65 ± 0.63 / 16.50 ± 0.64@@15.65,-1.08 ± 2.11 / 27.54 ± 2.87@@-1.08,-0.24 ± 1.37 / 24.28 ± 0.77@@-0.24,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.14.0.dev0@@161400,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/AIDC-AI/Marco-Mini-Global-Base'>AIDC-AI/Marco-Mini-Global-Base (val)</a>,📝,4.88@@4.88,1.24,17406164992.0,151936.0,32768.0,✓,✗,(✓),✓,3.53 ± 2.60 / 21.78 ± 2.47@@3.53,32.32 ± 1.00 / 25.31 ± 0.57@@32.32,-0.75 ± 1.18 / 35.20 ± 1.75@@-0.75,2.70 ± 0.19 / 0.00 ± 0.00@@2.70,3.96 ± 0.53 / 4.24 ± 0.57@@3.96,1.72 ± 1.18 / 23.87 ± 1.82@@1.72,1.11 ± 0.90 / 26.25 ± 0.88@@1.11,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,-@@100,1.49,1720574976.0,151936.0,40960.0,✗,✗,(✓),✗,60.22 ± 1.65 / 69.03 ± 1.19@@60.22,-@@-1,36.43 ± 1.28 / 67.93 ± 0.68@@36.43,-@@-1,-@@-1,-@@-1,-@@-1,15.15.0.dev0@@151500,-@@0,15.15.0.dev0@@151500,-@@0,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-405B'>meta-llama/Llama-3.1-405B</a>,🧠,-@@100,N/A,405853388800.0,128256.0,131072.0,✓,✗,(✓),✓,66.95 ± 1.86 / 71.55 ± 1.30@@66.95,75.24 ± 1.89 / 73.47 ± 1.96@@75.24,64.62 ± 3.34 / 81.62 ± 2.26@@64.62,89.95 ± 1.37 / 80.96 ± 2.34@@89.95,-@@-1,96.23 ± 0.44 / 97.23 ± 0.32@@96.23,85.33 ± 0.98 / 88.95 ± 0.75@@85.33,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,-@@0,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,-@@100,N/A,140642691.0,256000.0,8192.0,✓,✗,(✓),✓,35.69 ± 4.94 / 50.89 ± 3.16@@35.69,84.32 ± 0.71 / 84.44 ± 0.65@@84.32,34.31 ± 5.42 / 66.83 ± 2.74@@34.31,55.82 ± 2.18 / 40.67 ± 1.92@@55.82,-@@-1,-@@-1,-@@-1,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,-@@0,-@@0,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-70B-Instruct'>meta-llama/Llama-3.1-70B-Instruct</a>,📝,-@@100,?,70553706496.0,128256.0,131072.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,91.69 ± 0.78 / 93.91 ± 0.58@@91.69,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/meta-llama/Llama-3.1-405B-Instruct-FP8'>meta-llama/Llama-3.1-405B-Instruct-FP8</a>,📝,-@@100,?,405868625920.0,128256.0,131072.0,✓,✗,(✓),✓,70.29 ± 0.95 / 72.68 ± 0.87@@70.29,80.88 ± 1.05 / 79.54 ± 1.17@@80.88,54.27 ± 1.41 / 76.57 ± 0.84@@54.27,82.26 ± 0.55 / 62.58 ± 1.40@@82.26,-@@-1,92.88 ± 0.72 / 94.77 ± 0.53@@92.88,86.67 ± 0.97 / 89.98 ± 0.73@@86.67,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,15.11.0.dev0@@151100,-@@0,15.11.0.dev0@@151100,15.11.0.dev0@@151100
<a href='https://hf.co/meta-llama/Llama-2-13b-hf'>meta-llama/Llama-2-13b-hf</a>,🧠,-@@100,N/A,13015866880.0,32000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,64.96 ± 1.29 / 73.95 ± 1.03@@64.96,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf</a>,📝,-@@100,?,13015866880.0,32000.0,4096.0,✓,✗,(✓),✓,-@@-1,-@@-1,-@@-1,-@@-1,-@@-1,44.13 ± 4.26 / 57.64 ± 2.81@@44.13,-@@-1,-@@0,-@@0,-@@0,-@@0,-@@0,15.10.1.dev0@@151001,-@@0
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,-@@100,N/A,2023868416.0,64000.0,4096.0,✓,✗,(✓),✗,46.50 ± 4.71 / 55.37 ± 5.39@@46.50,43.87 ± 3.14 / 41.50 ± 3.00@@43.87,0.63 ± 1.47 / 42.74 ± 3.80@@0.63,80.35 ± 1.68 / 69.48 ± 1.92@@80.35,-@@-1,52.48 ± 2.41 / 64.67 ± 1.96@@52.48,11.08 ± 0.93 / 32.02 ± 0.77@@11.08,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,-@@0,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/meta-llama/Llama-2-7b-hf'>meta-llama/Llama-2-7b-hf</a>,📝,-@@100,?,6738417664.0,32000.0,4096.0,✓,✗,(✓),✓,65.16 ± 1.21 / 66.86 ± 1.32@@65.16,55.27 ± 2.79 / 50.25 ± 2.12@@55.27,20.43 ± 3.69 / 55.98 ± 4.88@@20.43,-@@-1,-@@-1,37.06 ± 1.97 / 52.75 ± 1.81@@37.06,11.77 ± 1.81 / 31.25 ± 1.99@@11.77,9.2.0@@90200,9.2.0@@90200,9.2.0@@90200,-@@0,-@@0,15.10.1.dev0@@151001,9.2.0@@90200
<a href='https://hf.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf</a>,📝,-@@100,?,6738417664.0,32000.0,4096.0,✓,✗,(✓),✓,61.46 ± 1.11 / 66.71 ± 0.33@@61.46,57.07 ± 0.91 / 45.67 ± 0.94@@57.07,26.89 ± 1.61 / 60.48 ± 1.59@@26.89,74.22 ± 0.51 / 56.47 ± 0.66@@74.22,-@@-1,37.55 ± 2.48 / 54.34 ± 1.94@@37.55,30.18 ± 1.87 / 45.85 ± 1.98@@30.18,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,-@@0,15.10.1.dev0@@151001,9.3.1@@90301
<a href='https://hf.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023</a>,📝,-@@100,?,?,65024.0,?,✓,✗,(✓),✗,62.07 ± 1.75 / 69.86 ± 0.98@@62.07,57.86 ± 2.80 / 49.92 ± 2.41@@57.86,37.72 ± 4.61 / 63.41 ± 5.14@@37.72,85.49 ± 0.66 / 73.70 ± 0.77@@85.49,-@@-1,-@@-1,27.23 ± 1.18 / 44.45 ± 0.98@@27.23,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,15.9.1.dev0@@150901,-@@0,-@@0,15.9.1.dev0@@150901
<a href='https://hf.co/meta-llama/Llama-2-70b-hf'>meta-llama/Llama-2-70b-hf</a>,🧠,-@@100,N/A,68976653312.0,32000.0,4096.0,✓,✗,(✓),✓,63.55 ± 2.15 / 70.25 ± 1.14@@63.55,70.60 ± 1.95 / 66.87 ± 1.35@@70.60,48.44 ± 2.34 / 73.25 ± 1.78@@48.44,86.97 ± 1.84 / 75.29 ± 3.00@@86.97,-@@-1,80.85 ± 1.25 / 86.02 ± 0.90@@80.85,49.04 ± 4.32 / 58.98 ± 4.19@@49.04,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,-@@0,15.10.1.dev0@@151001,15.3.1@@150301
<a href='https://hf.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf</a>,📝,-@@100,?,68976653312.0,32000.0,4096.0,✓,✗,(✓),✓,67.09 ± 1.11 / 69.78 ± 0.93@@67.09,70.65 ± 0.84 / 56.88 ± 1.20@@70.65,40.89 ± 1.68 / 65.80 ± 1.89@@40.89,77.57 ± 0.63 / 55.72 ± 1.16@@77.57,-@@-1,46.61 ± 7.89 / 57.46 ± 6.23@@46.61,9.77 ± 2.92 / 27.69 ± 1.82@@9.77,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301,-@@0,15.10.1.dev0@@151001,15.3.1@@150301
