<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,2.93@@2.93,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,63.22 ± 0.89 / 65.80 ± 0.97@@63.22,38.43 ± 1.50 / 32.11 ± 1.12@@38.43,-0.86 ± 0.99 / 33.07 ± 0.65@@-0.86,38.31 ± 0.33 / 0.00 ± 0.00@@38.31,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,2.93@@2.93,751632384.0,151936.0,40960.0,✓,✗,✗,✓,57.12 ± 2.60 / 61.85 ± 2.13@@57.12,37.16 ± 2.31 / 24.69 ± 2.83@@37.16,2.58 ± 1.63 / 41.22 ± 4.18@@2.58,45.63 ± 1.34 / 29.39 ± 1.00@@45.63,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,2.97@@2.97,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,72.96 ± 1.74 / 75.89 ± 1.21@@72.96,31.92 ± 2.74 / 23.15 ± 1.88@@31.92,13.94 ± 2.17 / 55.01 ± 1.51@@13.94,15.34 ± 0.55 / 0.00 ± 0.00@@15.34,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/DDSC/roberta-base-danish'>DDSC/roberta-base-danish</a>,🔍,3.00@@3.00,124697947.0,50265.0,514.0,✓,✗,(✓),✗,56.97 ± 4.75 / 55.58 ± 2.96@@56.97,65.65 ± 1.53 / 65.36 ± 1.24@@65.65,-0.60 ± 1.52 / 47.10 ± 2.32@@-0.60,4.21 ± 0.71 / 2.55 ± 0.52@@4.21,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.04@@3.04,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,22.92 ± 2.57 / 22.36 ± 2.43@@22.92,42.54 ± 2.42 / 30.03 ± 2.50@@42.54,4.28 ± 1.78 / 37.43 ± 1.67@@4.28,64.83 ± 0.47 / 47.95 ± 0.84@@64.83,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,3.06@@3.06,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,74.21 ± 1.84 / 72.55 ± 0.88@@74.21,43.15 ± 1.68 / 23.67 ± 2.39@@43.15,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,9.48 ± 0.82 / 0.00 ± 0.00@@9.48,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.10@@3.10,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,67.47 ± 3.36 / 70.50 ± 2.46@@67.47,32.97 ± 3.41 / 27.84 ± 2.81@@32.97,8.43 ± 2.15 / 51.58 ± 2.18@@8.43,15.38 ± 0.67 / 0.00 ± 0.00@@15.38,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.16@@3.16,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,54.44 ± 2.94 / 55.52 ± 2.85@@54.44,39.09 ± 6.20 / 40.82 ± 6.01@@39.09,0.28 ± 0.99 / 38.14 ± 3.41@@0.28,24.78 ± 1.40 / 18.01 ± 1.49@@24.78,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.16@@3.16,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,39.69 ± 4.58 / 42.13 ± 5.58@@39.69,55.56 ± 2.12 / 24.37 ± 2.42@@55.56,1.39 ± 1.35 / 33.94 ± 0.70@@1.39,18.55 ± 3.01 / 5.16 ± 1.49@@18.55,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b-instruct'>AI-Sweden-Models/gpt-sw3-20b-instruct</a>,📝,3.17@@3.17,20918423552.0,64000.0,2048.0,✓,✗,(✓),✗,68.23 ± 3.81 / 71.17 ± 3.07@@68.23,15.70 ± 1.54 / 14.65 ± 1.52@@15.70,12.39 ± 1.39 / 50.99 ± 3.37@@12.39,25.32 ± 1.10 / 4.12 ± 1.37@@25.32,9.3.1@@90301,9.3.1@@90301,9.3.1@@90301,16.3.0.dev0@@160300
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct</a>,📝,3.18@@3.18,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,56.60 ± 3.37 / 62.73 ± 3.61@@56.60,14.58 ± 1.30 / 14.79 ± 1.27@@14.58,10.92 ± 1.83 / 52.63 ± 2.98@@10.92,38.22 ± 4.00 / 20.19 ± 4.43@@38.22,9.2.0@@90200,9.2.0@@90200,9.2.0@@90200,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.19@@3.19,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,53.69 ± 2.77 / 58.05 ± 2.56@@53.69,10.37 ± 1.82 / 11.85 ± 1.44@@10.37,1.13 ± 2.48 / 44.93 ± 1.88@@1.13,55.57 ± 1.21 / 38.11 ± 0.92@@55.57,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2'>AI-Sweden-Models/gpt-sw3-6.7b-v2</a>,🧠,3.20@@3.20,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,12.67 ± 4.73 / 14.45 ± 3.46@@12.67,28.73 ± 3.63 / 20.43 ± 3.72@@28.73,9.94 ± 1.73 / 50.92 ± 2.83@@9.94,69.48 ± 1.91 / 54.22 ± 2.48@@69.48,16.5.0.dev0@@160500,9.2.0@@90200,16.5.0.dev0@@160500,16.3.0.dev0@@160300
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.30@@3.30,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,51.30 ± 1.89 / 54.31 ± 2.33@@51.30,35.51 ± 5.39 / 37.48 ± 5.31@@35.51,1.50 ± 1.80 / 44.73 ± 2.71@@1.50,15.36 ± 2.96 / 10.22 ± 2.34@@15.36,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/danish-foundation-models/encoder-small-v1'>danish-foundation-models/encoder-small-v1</a>,🔍,3.34@@3.34,22007401.0,96105.0,128.0,✓,✗,(✓),✗,57.74 ± 1.37 / 53.61 ± 0.59@@57.74,36.89 ± 16.74 / 37.09 ± 17.00@@36.89,4.65 ± 5.01 / 44.79 ± 5.35@@4.65,0.10 ± 0.09 / 0.10 ± 0.09@@0.10,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.35@@3.35,93990500.0,65636.0,512.0,✓,✗,(✓),✓,55.00 ± 1.95 / 54.99 ± 1.98@@55.00,34.20 ± 2.60 / 33.30 ± 2.54@@34.20,5.88 ± 3.42 / 51.57 ± 1.98@@5.88,7.16 ± 2.70 / 4.63 ± 2.01@@7.16,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.35@@3.35,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,44.99 ± 2.18 / 48.50 ± 1.09@@44.99,39.20 ± 3.63 / 41.66 ± 3.54@@39.20,1.26 ± 1.56 / 48.66 ± 2.16@@1.26,14.54 ± 0.96 / 8.67 ± 0.85@@14.54,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,16.3.0.dev0@@160300
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.35@@3.35,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,37.58 ± 4.42 / 42.64 ± 5.22@@37.58,44.58 ± 3.39 / 26.60 ± 2.82@@44.58,0.73 ± 0.75 / 33.44 ± 0.31@@0.73,17.25 ± 2.00 / 3.88 ± 1.74@@17.25,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.36@@3.36,149655232.0,50368.0,8192.0,✓,✗,(✓),✓,45.34 ± 1.55 / 49.51 ± 1.24@@45.34,40.26 ± 2.79 / 42.98 ± 2.54@@40.26,1.73 ± 1.13 / 48.65 ± 2.05@@1.73,12.72 ± 2.00 / 6.76 ± 1.55@@12.72,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.36@@3.36,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,42.00 ± 6.16 / 49.68 ± 4.62@@42.00,33.42 ± 4.85 / 30.79 ± 4.42@@33.42,0.70 ± 1.39 / 38.89 ± 3.96@@0.70,26.99 ± 1.91 / 18.69 ± 1.49@@26.99,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.42@@3.42,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,52.19 ± 8.75 / 51.70 ± 5.25@@52.19,17.59 ± 7.68 / 18.10 ± 6.51@@17.59,1.53 ± 1.77 / 46.84 ± 2.06@@1.53,26.74 ± 2.17 / 18.40 ± 1.79@@26.74,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.45@@3.45,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,40.60 ± 7.75 / 48.77 ± 7.32@@40.60,5.08 ± 4.61 / 6.34 ± 4.21@@5.08,3.90 ± 1.57 / 47.39 ± 2.50@@3.90,49.97 ± 1.19 / 34.86 ± 1.22@@49.97,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,3.49@@3.49,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,46.88 ± 17.22 / 46.50 ± 10.73@@46.88,25.72 ± 5.16 / 25.41 ± 5.15@@25.72,-0.74 ± 1.19 / 37.46 ± 2.75@@-0.74,14.58 ± 0.80 / 5.84 ± 1.02@@14.58,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.55@@3.55,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,2.67 ± 2.19 / 8.15 ± 0.98@@2.67,22.71 ± 2.61 / 22.96 ± 2.59@@22.71,1.46 ± 1.30 / 33.73 ± 0.37@@1.46,61.23 ± 2.03 / 44.61 ± 1.54@@61.23,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.56@@3.56,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,26.41 ± 5.50 / 33.02 ± 5.13@@26.41,12.94 ± 2.17 / 10.64 ± 1.49@@12.94,0.61 ± 1.34 / 33.67 ± 0.43@@0.61,49.23 ± 1.27 / 29.70 ± 2.00@@49.23,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,3.56@@3.56,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,38.47 ± 4.28 / 47.60 ± 2.91@@38.47,16.20 ± 1.68 / 12.10 ± 1.23@@16.20,1.06 ± 1.99 / 38.91 ± 0.98@@1.06,25.27 ± 1.48 / 16.15 ± 1.46@@25.27,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,3.61@@3.61,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,28.80 ± 6.41 / 42.21 ± 6.01@@28.80,26.84 ± 2.32 / 26.27 ± 2.03@@26.84,-0.56 ± 1.09 / 36.66 ± 1.80@@-0.56,17.69 ± 1.94 / 0.04 ± 0.07@@17.69,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.63@@3.63,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,28.40 ± 1.06 / 48.90 ± 0.90@@28.40,24.91 ± 3.77 / 22.77 ± 3.25@@24.91,6.82 ± 3.77 / 51.51 ± 1.88@@6.82,16.20 ± 1.27 / 5.15 ± 0.83@@16.20,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,3.76@@3.76,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,17.63 ± 7.84 / 33.82 ± 5.39@@17.63,27.63 ± 2.36 / 22.88 ± 1.80@@27.63,1.48 ± 0.97 / 37.56 ± 3.37@@1.48,12.10 ± 1.83 / 2.89 ± 1.69@@12.10,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,3.76@@3.76,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,21.38 ± 8.51 / 36.93 ± 5.66@@21.38,33.15 ± 2.14 / 21.59 ± 2.02@@33.15,0.44 ± 1.79 / 43.55 ± 3.51@@0.44,7.34 ± 1.50 / 0.00 ± 0.00@@7.34,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,3.77@@3.77,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,23.89 ± 11.54 / 34.09 ± 7.83@@23.89,28.13 ± 2.49 / 27.08 ± 2.75@@28.13,0.45 ± 1.14 / 34.76 ± 1.50@@0.45,8.43 ± 0.65 / 0.00 ± 0.00@@8.43,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-1.3b'>AI-Sweden-Models/gpt-sw3-1.3b</a>,🧠,3.77@@3.77,1444532224.0,64000.0,2048.0,✓,✗,(✓),✗,14.02 ± 6.20 / 16.38 ± 5.28@@14.02,6.08 ± 5.75 / 8.77 ± 4.46@@6.08,-0.26 ± 1.88 / 38.67 ± 2.46@@-0.26,52.74 ± 1.17 / 38.81 ± 1.35@@52.74,16.5.0.dev0@@160500,9.3.1@@90301,16.5.0.dev0@@160500,16.3.0.dev0@@160300
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m-instruct'>AI-Sweden-Models/gpt-sw3-126m-instruct</a>,📝,3.80@@3.80,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,32.99 ± 6.76 / 39.61 ± 4.30@@32.99,20.26 ± 1.03 / 21.70 ± 1.11@@20.26,-1.40 ± 1.16 / 35.44 ± 2.38@@-1.40,7.52 ± 0.45 / 0.12 ± 0.12@@7.52,15.4.1@@150401,15.4.1@@150401,15.4.1@@150401,16.3.0.dev0@@160300
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m'>AI-Sweden-Models/gpt-sw3-356m</a>,🧠,3.81@@3.81,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,0.57 ± 1.59 / 7.73 ± 0.40@@0.57,25.23 ± 2.01 / 25.12 ± 2.03@@25.23,-0.05 ± 1.27 / 34.26 ± 1.28@@-0.05,36.94 ± 1.92 / 25.80 ± 1.58@@36.94,16.5.0.dev0@@160500,15.4.1@@150401,16.5.0.dev0@@160500,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,3.82@@3.82,353424384.0,65536.0,2048.0,✓,✗,(✓),✓,25.95 ± 9.84 / 36.09 ± 6.54@@25.95,24.15 ± 2.04 / 24.27 ± 2.16@@24.15,-0.98 ± 1.55 / 33.84 ± 0.42@@-0.98,6.33 ± 1.03 / 2.67 ± 0.63@@6.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Base</a>,🧠,3.83@@3.83,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,26.54 ± 11.05 / 34.71 ± 7.13@@26.54,20.11 ± 1.85 / 20.57 ± 1.92@@20.11,-0.13 ± 0.25 / 33.30 ± 0.27@@-0.13,8.78 ± 1.64 / 3.57 ± 1.26@@8.78,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,3.83@@3.83,742489344.0,65536.0,128000.0,✗,✗,(✓),✓,15.36 ± 7.34 / 36.04 ± 4.24@@15.36,26.12 ± 2.71 / 23.70 ± 2.80@@26.12,0.02 ± 1.55 / 39.42 ± 4.25@@0.02,7.81 ± 0.33 / 0.00 ± 0.00@@7.81,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,3.87@@3.87,?,103424.0,131072.0,✓,✗,(✓),✗,8.67 ± 1.49 / 19.59 ± 3.57@@8.67,23.69 ± 2.56 / 23.10 ± 2.55@@23.69,-0.89 ± 1.68 / 38.72 ± 4.02@@-0.89,16.66 ± 2.67 / 9.10 ± 1.95@@16.66,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,3.98@@3.98,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,9.90 ± 7.23 / 28.65 ± 5.71@@9.90,17.51 ± 2.65 / 17.12 ± 2.92@@17.51,-0.65 ± 1.58 / 33.90 ± 0.53@@-0.65,14.85 ± 2.17 / 9.89 ± 1.75@@14.85,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/NbAiLab/borealis-270m-instruct-preview'>NbAiLab/borealis-270m-instruct-preview (val)</a>,📝,3.98@@3.98,268098176.0,262144.0,32768.0,✓,✗,(✓),✗,19.59 ± 7.30 / 30.11 ± 4.41@@19.59,6.57 ± 4.86 / 6.33 ± 4.51@@6.57,0.27 ± 0.53 / 34.68 ± 1.86@@0.27,14.74 ± 1.25 / 7.01 ± 1.18@@14.74,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,3.99@@3.99,268098176.0,262144.0,32768.0,✓,✗,(✓),✓,19.59 ± 9.23 / 31.22 ± 5.37@@19.59,13.28 ± 5.60 / 13.24 ± 5.62@@13.28,-0.30 ± 1.69 / 37.53 ± 4.20@@-0.30,7.15 ± 0.46 / 0.00 ± 0.00@@7.15,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct'>tiiuae/Falcon-H1-Tiny-Multilingual-100M-Instruct</a>,📝,4.06@@4.06,107908288.0,65536.0,262144.0,✓,✗,(✓),✓,5.39 ± 3.46 / 22.15 ± 3.07@@5.39,16.48 ± 1.59 / 16.34 ± 1.58@@16.48,1.21 ± 0.99 / 44.12 ± 3.30@@1.21,13.65 ± 1.41 / 7.39 ± 1.20@@13.65,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M-Instruct'>HuggingFaceTB/SmolLM2-135M-Instruct</a>,📝,4.09@@4.09,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,6.73 ± 8.31 / 26.05 ± 5.74@@6.73,16.52 ± 1.93 / 17.69 ± 2.10@@16.52,0.20 ± 1.18 / 35.55 ± 2.92@@0.20,3.06 ± 0.23 / 0.00 ± 0.00@@3.06,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-356m-instruct'>AI-Sweden-Models/gpt-sw3-356m-instruct</a>,📝,4.10@@4.10,470607872.0,64000.0,2048.0,✓,✗,(✓),✗,6.68 ± 3.99 / 22.68 ± 1.87@@6.68,13.08 ± 1.55 / 13.88 ± 1.60@@13.08,-1.27 ± 1.50 / 42.15 ± 3.92@@-1.27,17.03 ± 1.22 / 4.15 ± 0.93@@17.03,15.4.1@@150401,15.4.1@@150401,15.4.2@@150402,16.3.0.dev0@@160300
<a href='https://hf.co/LiquidAI/LFM2-350M'>LiquidAI/LFM2-350M</a>,📝,4.13@@4.13,354483968.0,65536.0,128000.0,✗,✗,(✓),✓,0.80 ± 7.16 / 27.70 ± 4.38@@0.80,23.84 ± 2.13 / 21.51 ± 1.77@@23.84,-0.83 ± 2.12 / 35.22 ± 2.11@@-0.83,5.02 ± 0.87 / 0.61 ± 0.43@@5.02,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.15@@4.15,361821120.0,49152.0,8192.0,✓,✗,(✓),✓,6.08 ± 8.38 / 25.64 ± 3.22@@6.08,17.00 ± 4.14 / 17.58 ± 3.46@@17.00,-0.21 ± 0.42 / 33.49 ± 0.51@@-0.21,6.71 ± 0.51 / 0.00 ± 0.00@@6.71,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-135M'>HuggingFaceTB/SmolLM2-135M</a>,🧠,4.18@@4.18,134515008.0,49152.0,8192.0,✓,✗,(✓),✓,5.98 ± 3.46 / 25.03 ± 2.98@@5.98,18.57 ± 2.02 / 19.36 ± 1.94@@18.57,-1.13 ± 1.53 / 34.86 ± 2.00@@-1.13,2.78 ± 1.05 / 1.09 ± 0.59@@2.78,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Monad'>PleIAs/Monad</a>,🧠,4.24@@4.24,56656128.0,8192.0,2048.0,✓,✗,(✓),✓,16.55 ± 8.03 / 26.26 ± 7.99@@16.55,0.04 ± 0.07 / 0.03 ± 0.06@@0.04,0.02 ± 1.44 / 37.73 ± 4.47@@0.02,0.66 ± 0.14 / 0.00 ± 0.00@@0.66,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-126m'>AI-Sweden-Models/gpt-sw3-126m</a>,🧠,4.27@@4.27,186112512.0,64000.0,2048.0,✓,✗,(✓),✗,-0.16 ± 0.32 / 7.45 ± 0.16@@-0.16,8.23 ± 4.76 / 10.77 ± 4.19@@8.23,-1.79 ± 2.05 / 42.92 ± 3.78@@-1.79,11.98 ± 2.07 / 6.48 ± 1.28@@11.98,16.5.0.dev0@@160500,15.4.1@@150401,16.5.0.dev0@@160500,16.3.0.dev0@@160300
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,4.29@@4.29,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,7.74 ± 3.55 / 24.46 ± 2.81@@7.74,2.88 ± 1.17 / 3.56 ± 1.02@@2.88,-1.05 ± 1.55 / 36.15 ± 1.90@@-1.05,1.89 ± 0.30 / 0.00 ± 0.00@@1.89,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
