<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,<a id=10 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=11 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=12 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=13 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/speakleash/Bielik-1.5B-v3.0-Instruct'>speakleash/Bielik-1.5B-v3.0-Instruct</a>,📝,2.75@@2.75,1596507648.0,32000.0,8192.0,✓,✗,(✓),✓,38.39 ± 2.00 / 57.47 ± 1.99@@38.39,34.91 ± 2.03 / 22.16 ± 1.23@@34.91,6.88 ± 1.85 / 51.65 ± 2.68@@6.88,61.79 ± 1.30 / 45.85 ± 1.67@@61.79,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8'>nvidia/NVIDIA-Nemotron-3-Nano-4B-FP8 (val)</a>,🤔,2.77@@2.77,2680100864.0,131072.0,262144.0,✓,✗,✗,✓,43.84 ± 2.31 / 61.31 ± 1.64@@43.84,51.55 ± 1.81 / 44.88 ± 1.47@@51.55,23.41 ± 1.68 / 59.12 ± 0.73@@23.41,11.83 ± 0.87 / 7.84 ± 0.69@@11.83,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/KennethEnevoldsen/dfm-sentence-encoder-small'>KennethEnevoldsen/dfm-sentence-encoder-small</a>,🔍,2.78@@2.78,21943938.0,96105.0,128.0,✓,✗,(✓),✗,40.54 ± 1.23 / 60.37 ± 0.98@@40.54,61.47 ± 2.67 / 57.02 ± 2.06@@61.47,25.25 ± 11.39 / 59.16 ± 8.11@@25.25,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.3.1.dev0@@150301,16.3.0.dev0@@160300
<a href='https://hf.co/NbAiLab/borealis-1b-instruct-preview'>NbAiLab/borealis-1b-instruct-preview (val)</a>,📝,2.81@@2.81,999885952.0,262144.0,32768.0,✓,✗,(✓),✗,42.06 ± 1.94 / 55.47 ± 2.77@@42.06,35.37 ± 2.44 / 28.29 ± 2.34@@35.37,3.92 ± 4.10 / 35.05 ± 1.20@@3.92,52.88 ± 0.94 / 36.52 ± 1.22@@52.88,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601,16.16.1.dev0@@161601
<a href='https://hf.co/NbAiLab/borealis-4b-instruct-preview'>NbAiLab/borealis-4b-instruct-preview</a>,📝,2.81@@2.81,3880263168.0,262144.0,8192.0,✓,✗,(✓),✗,48.16 ± 0.70 / 58.25 ± 1.60@@48.16,52.04 ± 1.40 / 38.08 ± 2.97@@52.04,1.41 ± 1.19 / 33.42 ± 0.27@@1.41,26.13 ± 1.92 / 5.95 ± 1.64@@26.13,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000
danish-foundation-models/munin-7b-core-pt-3,🧠,2.84@@2.84,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,35.39 ± 2.41 / 50.63 ± 3.25@@35.39,31.19 ± 2.37 / 21.24 ± 2.06@@31.19,0.00 ± 0.00 / 33.49 ± 0.27@@0.00,69.63 ± 1.21 / 55.53 ± 1.08@@69.63,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
danish-foundation-models/munin-7b-core-it,📝,2.84@@2.84,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,34.16 ± 2.54 / 43.43 ± 2.81@@34.16,47.73 ± 2.36 / 31.96 ± 2.53@@47.73,0.00 ± 0.00 / 33.49 ± 0.27@@0.00,50.87 ± 0.43 / 0.00 ± 0.00@@50.87,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct (val)</a>,🤔,2.86@@2.86,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,41.04 ± 1.63 / 59.42 ± 1.08@@41.04,45.40 ± 1.13 / 38.44 ± 1.00@@45.40,-0.82 ± 1.42 / 33.11 ± 0.57@@-0.82,41.09 ± 0.47 / 0.00 ± 0.00@@41.09,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
danish-foundation-models/munin-7b-core-pt-2,🧠,2.86@@2.86,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,30.83 ± 3.46 / 43.76 ± 4.04@@30.83,35.09 ± 2.04 / 24.42 ± 1.60@@35.09,0.00 ± 0.00 / 33.49 ± 0.27@@0.00,69.35 ± 0.88 / 55.66 ± 0.85@@69.35,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-3B'>deepcogito/cogito-v1-preview-llama-3B</a>,📝,2.87@@2.87,3606752256.0,128256.0,131072.0,✓,✗,(✓),✗,50.01 ± 1.76 / 65.48 ± 1.26@@50.01,45.18 ± 2.58 / 35.50 ± 2.21@@45.18,5.94 ± 2.09 / 34.81 ± 0.85@@5.94,16.14 ± 0.58 / 0.00 ± 0.00@@16.14,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/Trinity-Nano-Preview'>arcee-ai/Trinity-Nano-Preview</a>,📝,2.94@@2.94,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,21.09 ± 4.03 / 33.57 ± 4.69@@21.09,47.92 ± 1.51 / 40.26 ± 1.90@@47.92,0.66 ± 1.15 / 33.45 ± 0.29@@0.66,55.24 ± 4.23 / 38.16 ± 3.80@@55.24,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/danish-foundation-models/encoder-small-v1'>danish-foundation-models/encoder-small-v1</a>,🔍,2.99@@2.99,22007401.0,96105.0,128.0,✓,✗,(✓),✗,30.13 ± 2.91 / 45.01 ± 4.13@@30.13,49.29 ± 8.19 / 47.00 ± 6.68@@49.29,32.02 ± 16.47 / 61.84 ± 10.46@@32.02,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.02@@3.02,2424375168.0,99000.0,28723.0,✗,✗,(✓),✓,34.34 ± 1.81 / 50.34 ± 2.82@@34.34,29.67 ± 2.27 / 21.58 ± 1.18@@29.67,7.37 ± 1.27 / 46.43 ± 2.38@@7.37,46.86 ± 3.19 / 29.34 ± 4.00@@46.86,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.3.0.dev0@@160300
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B#no-thinking</a>,📝,3.02@@3.02,3075098624.0,128256.0,65536.0,✓,✗,✗,✓,31.63 ± 2.87 / 47.70 ± 3.25@@31.63,41.52 ± 1.71 / 34.45 ± 2.10@@41.52,14.32 ± 1.49 / 56.63 ± 0.85@@14.32,25.47 ± 0.74 / 1.03 ± 0.18@@25.47,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
danish-foundation-models/munin-7b-core-pt,🧠,3.02@@3.02,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,20.29 ± 4.16 / 29.35 ± 3.76@@20.29,38.78 ± 1.76 / 26.69 ± 2.42@@38.78,0.00 ± 0.00 / 33.49 ± 0.27@@0.00,65.95 ± 1.14 / 52.36 ± 1.06@@65.95,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/Maltehb/danish-bert-botxo'>Maltehb/danish-bert-botxo</a>,🔍,3.05@@3.05,110618882.0,32000.0,512.0,✓,✗,(✓),✗,35.44 ± 3.09 / 56.00 ± 2.41@@35.44,51.80 ± 1.82 / 47.31 ± 1.69@@51.80,12.74 ± 3.81 / 55.97 ± 1.80@@12.74,4.05 ± 1.05 / 2.41 ± 0.67@@4.05,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/DDSC/roberta-base-danish'>DDSC/roberta-base-danish</a>,🔍,3.05@@3.05,124697947.0,50265.0,514.0,✓,✗,(✓),✗,36.81 ± 6.79 / 56.71 ± 5.65@@36.81,58.80 ± 2.46 / 54.66 ± 1.99@@58.80,2.14 ± 2.85 / 49.91 ± 1.85@@2.14,4.35 ± 1.11 / 2.79 ± 0.78@@4.35,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3.5-2B-Base'>Qwen/Qwen3.5-2B-Base (val)</a>,🧠,3.06@@3.06,2274067232.0,248044.0,8192.0,✓,✗,(✓),✓,6.16 ± 2.61 / 18.64 ± 1.31@@6.16,39.88 ± 1.90 / 30.07 ± 1.89@@39.88,0.42 ± 1.04 / 34.06 ± 0.46@@0.42,73.70 ± 0.76 / 59.52 ± 1.02@@73.70,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct (val)</a>,🤔,3.07@@3.07,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,38.98 ± 1.10 / 59.30 ± 0.68@@38.98,32.58 ± 0.97 / 27.67 ± 0.97@@32.58,-2.49 ± 1.87 / 32.81 ± 0.52@@-2.49,38.81 ± 0.73 / 0.00 ± 0.00@@38.81,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700,16.17.0.dev0@@161700
<a href='https://hf.co/arcee-ai/AFM-4.5B'>arcee-ai/AFM-4.5B</a>,📝,3.08@@3.08,4619189760.0,128005.0,65536.0,✓,✗,(✓),✗,42.50 ± 1.57 / 61.63 ± 1.33@@42.50,32.18 ± 1.11 / 24.87 ± 1.43@@32.18,14.25 ± 1.91 / 52.85 ± 3.14@@14.25,18.03 ± 0.62 / 0.04 ± 0.05@@18.03,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,3.11@@3.11,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,39.24 ± 8.61 / 54.21 ± 9.36@@39.24,46.27 ± 1.93 / 26.33 ± 1.63@@46.27,0.00 ± 0.00 / 33.36 ± 0.27@@0.00,13.91 ± 0.65 / 0.04 ± 0.05@@13.91,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.14@@3.14,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,33.69 ± 1.57 / 56.05 ± 1.06@@33.69,32.35 ± 1.48 / 25.98 ± 1.62@@32.35,0.86 ± 1.58 / 33.81 ± 0.30@@0.86,39.12 ± 0.38 / 0.00 ± 0.00@@39.12,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/google/gemma-3-1b-pt'>google/gemma-3-1b-pt</a>,🧠,3.15@@3.15,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,36.73 ± 2.62 / 43.98 ± 2.64@@36.73,16.31 ± 1.84 / 14.59 ± 1.52@@16.31,-0.40 ± 1.16 / 42.52 ± 5.03@@-0.40,56.45 ± 1.06 / 42.20 ± 1.19@@56.45,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
danish-foundation-models/munin-7b-open-pt,🧠,3.16@@3.16,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,18.55 ± 6.91 / 28.38 ± 5.29@@18.55,37.73 ± 1.73 / 25.88 ± 2.68@@37.73,0.00 ± 0.00 / 33.49 ± 0.27@@0.00,51.84 ± 1.92 / 36.51 ± 2.05@@51.84,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.16@@3.16,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,38.49 ± 2.55 / 56.78 ± 2.22@@38.49,32.21 ± 2.23 / 23.70 ± 1.72@@32.21,13.22 ± 2.09 / 55.04 ± 1.22@@13.22,18.26 ± 0.41 / 0.00 ± 0.00@@18.26,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1'>danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1 (val)</a>,🧠,3.18@@3.18,999885952.0,262144.0,4096.0,✓,✗,(✓),✗,38.47 ± 1.77 / 44.70 ± 1.87@@38.47,14.63 ± 1.61 / 15.02 ± 1.45@@14.63,-0.41 ± 3.49 / 41.10 ± 4.41@@-0.41,52.65 ± 2.37 / 39.03 ± 2.86@@52.65,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.20@@3.20,999885952.0,262144.0,32768.0,✓,✗,(✓),✓,41.86 ± 1.79 / 58.57 ± 3.35@@41.86,29.68 ± 2.57 / 24.61 ± 1.65@@29.68,7.78 ± 2.81 / 46.11 ± 5.85@@7.78,17.01 ± 0.63 / 0.00 ± 0.00@@17.01,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1'>danish-foundation-models/gemma-3-1b-cpt-dynaword-full-v1</a>,🧠,3.21@@3.21,999885952.0,262144.0,4096.0,✓,✗,(✓),✗,38.51 ± 1.50 / 43.88 ± 1.26@@38.51,12.76 ± 1.67 / 11.95 ± 0.94@@12.76,0.31 ± 0.80 / 40.94 ± 4.16@@0.31,53.24 ± 1.72 / 38.85 ± 1.77@@53.24,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus (val)</a>,🤔,3.22@@3.22,14659507200.0,100352.0,32768.0,✓,✗,(✓),✓,19.35 ± 2.10 / 44.02 ± 1.49@@19.35,37.75 ± 2.67 / 32.74 ± 2.10@@37.75,19.97 ± 1.81 / 55.89 ± 1.09@@19.97,20.68 ± 1.81 / 7.82 ± 1.13@@20.68,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000,17.0.0.dev0@@170000
<a href='https://hf.co/Maltehb/aelaectra-danish-electra-small-uncased'>Maltehb/aelaectra-danish-electra-small-uncased</a>,🔍,3.25@@3.25,13738498.0,32000.0,128.0,✓,✗,(✓),✗,27.78 ± 2.35 / 43.44 ± 3.74@@27.78,19.21 ± 5.48 / 17.86 ± 4.34@@19.21,46.10 ± 10.11 / 69.83 ± 7.86@@46.10,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/Qwen/Qwen3.5-0.8B-Base'>Qwen/Qwen3.5-0.8B-Base (val)</a>,🧠,3.26@@3.26,873436192.0,248044.0,8192.0,✓,✗,(✓),✓,4.45 ± 1.96 / 17.60 ± 0.77@@4.45,35.18 ± 1.80 / 26.90 ± 1.89@@35.18,0.10 ± 0.66 / 35.75 ± 1.22@@0.10,66.32 ± 0.81 / 52.87 ± 1.19@@66.32,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-20b-instruct'>AI-Sweden-Models/gpt-sw3-20b-instruct</a>,📝,3.28@@3.28,20918423552.0,64000.0,2048.0,✓,✗,(✓),✗,32.78 ± 4.04 / 47.79 ± 5.25@@32.78,15.94 ± 1.59 / 14.05 ± 1.45@@15.94,7.86 ± 1.87 / 41.91 ± 2.25@@7.86,36.43 ± 2.40 / 14.50 ± 2.40@@36.43,9.3.1@@90301,9.3.1@@90301,9.3.1@@90301,16.3.0.dev0@@160300
<a href='https://hf.co/meta-llama/Llama-3.2-1B'>meta-llama/Llama-3.2-1B</a>,🧠,3.29@@3.29,1235814400.0,128256.0,131072.0,✓,✗,(✓),✓,28.02 ± 2.35 / 48.36 ± 1.37@@28.02,15.82 ± 1.49 / 13.52 ± 1.12@@15.82,1.94 ± 1.43 / 49.60 ± 0.98@@1.94,52.21 ± 2.07 / 37.62 ± 1.66@@52.21,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b</a>,🧠,3.30@@3.30,7768117248.0,256000.0,8192.0,✓,✗,(✓),✓,5.14 ± 2.74 / 18.92 ± 1.00@@5.14,19.72 ± 1.30 / 19.19 ± 0.99@@19.72,15.51 ± 3.58 / 41.53 ± 3.15@@15.51,66.36 ± 1.88 / 49.44 ± 2.21@@66.36,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B#no-thinking</a>,📝,3.31@@3.31,751632384.0,151936.0,40960.0,✓,✗,✗,✓,19.83 ± 3.85 / 40.91 ± 6.38@@19.83,27.84 ± 1.86 / 18.68 ± 1.35@@27.84,1.86 ± 2.27 / 38.75 ± 3.69@@1.86,46.67 ± 1.44 / 30.64 ± 1.51@@46.67,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.33@@3.33,1195468800.0,65536.0,2048.0,✓,✗,(✓),✓,28.13 ± 3.00 / 44.84 ± 4.08@@28.13,26.40 ± 2.32 / 21.95 ± 1.96@@26.40,0.53 ± 1.20 / 33.87 ± 0.64@@0.53,35.23 ± 1.20 / 22.39 ± 1.69@@35.23,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/arcee-ai/Trinity-Mini-Base'>arcee-ai/Trinity-Mini-Base</a>,📝,3.33@@3.33,26123974400.0,200192.0,131072.0,✗,✗,(✓),✗,18.96 ± 3.95 / 31.68 ± 4.29@@18.96,45.81 ± 1.81 / 24.34 ± 2.77@@45.81,1.13 ± 1.51 / 33.92 ± 1.14@@1.13,21.42 ± 2.14 / 3.95 ± 1.27@@21.42,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/google/gemma-4-E4B'>google/gemma-4-E4B (val)</a>,🧠,3.35@@3.35,7996157418.0,262144.0,8192.0,✓,✗,(✓),✓,11.92 ± 2.03 / 38.18 ± 1.55@@11.92,18.29 ± 2.42 / 15.67 ± 1.42@@18.29,-0.98 ± 3.27 / 48.10 ± 1.84@@-0.98,68.95 ± 1.18 / 51.68 ± 1.60@@68.95,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
danish-foundation-models/munin-7b-open-it,📝,3.38@@3.38,7002656768.0,64256.0,16384.0,✗,✗,✗,✓,-0.47 ± 2.50 / 22.23 ± 1.57@@-0.47,44.46 ± 2.28 / 31.02 ± 2.12@@44.46,0.00 ± 0.00 / 33.49 ± 0.27@@0.00,47.83 ± 1.73 / 0.00 ± 0.00@@47.83,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.42@@3.42,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,16.48 ± 5.64 / 32.56 ± 5.83@@16.48,14.10 ± 2.91 / 12.48 ± 1.75@@14.10,3.07 ± 1.31 / 43.42 ± 2.14@@3.07,53.96 ± 0.96 / 39.25 ± 1.29@@53.96,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/AI-Sweden-Models/gpt-sw3-6.7b-v2'>AI-Sweden-Models/gpt-sw3-6.7b-v2</a>,🧠,3.47@@3.47,7111057408.0,64000.0,2048.0,✓,✗,(✓),✗,0.00 ± 0.00 / 17.78 ± 0.21@@0.00,20.84 ± 2.40 / 16.93 ± 1.98@@20.84,0.22 ± 0.73 / 33.65 ± 0.48@@0.22,72.38 ± 0.82 / 57.47 ± 0.89@@72.38,16.5.0.dev0@@160500,9.2.0@@90200,16.5.0.dev0@@160500,16.3.0.dev0@@160300
<a href='https://hf.co/Maltehb/aelaectra-danish-electra-small-cased'>Maltehb/aelaectra-danish-electra-small-cased</a>,🔍,3.47@@3.47,13738498.0,32000.0,128.0,✓,✗,(✓),✗,23.86 ± 5.74 / 39.05 ± 5.61@@23.86,0.94 ± 1.84 / 0.78 ± 1.53@@0.94,54.24 ± 1.41 / 74.90 ± 0.97@@54.24,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,16.3.0.dev0@@160300
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.50@@3.50,93990500.0,65636.0,512.0,✓,✗,(✓),✓,23.40 ± 2.09 / 43.60 ± 2.72@@23.40,36.34 ± 1.84 / 36.02 ± 2.07@@36.34,5.85 ± 2.53 / 52.50 ± 1.28@@5.85,5.42 ± 1.34 / 3.49 ± 0.91@@5.42,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.56@@3.56,3211926528.0,65536.0,4096.0,✓,✗,(✓),✓,16.61 ± 4.20 / 33.08 ± 6.18@@16.61,16.32 ± 4.67 / 15.00 ± 2.99@@16.32,0.93 ± 1.74 / 41.14 ± 3.96@@0.93,38.72 ± 1.56 / 27.81 ± 1.01@@38.72,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-4-E2B'>google/gemma-4-E2B (val)</a>,🧠,3.57@@3.57,5123178979.0,262144.0,8192.0,✓,✗,(✓),✓,12.38 ± 1.31 / 38.07 ± 1.09@@12.38,7.73 ± 0.75 / 7.13 ± 0.50@@7.73,0.71 ± 2.25 / 43.89 ± 2.62@@0.71,57.98 ± 0.95 / 41.13 ± 1.41@@57.98,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100,17.1.0.dev0@@170100
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.59@@3.59,755625600.0,128256.0,8192.0,✓,✗,(✓),✓,22.47 ± 2.68 / 45.67 ± 2.97@@22.47,20.90 ± 6.83 / 20.93 ± 6.53@@20.90,-0.06 ± 0.93 / 42.09 ± 4.37@@-0.06,22.33 ± 1.23 / 15.94 ± 1.26@@22.33,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.61@@3.61,2611528704.0,128000.0,4096.0,✓,✗,(✓),✓,13.13 ± 5.21 / 29.15 ± 5.15@@13.13,10.82 ± 3.29 / 10.22 ± 1.09@@10.82,-0.48 ± 1.20 / 39.37 ± 3.46@@-0.48,49.14 ± 2.16 / 29.04 ± 2.28@@49.14,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,16.3.0.dev0@@160300
<a href='https://hf.co/arcee-ai/Trinity-Nano-Base'>arcee-ai/Trinity-Nano-Base</a>,📝,3.66@@3.66,6120003328.0,200192.0,131072.0,✓,✗,(✓),✗,10.50 ± 4.93 / 26.33 ± 5.22@@10.50,35.46 ± 1.49 / 25.86 ± 2.37@@35.46,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,13.63 ± 2.08 / 0.00 ± 0.00@@13.63,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.66@@3.66,395881664.0,50368.0,8192.0,✓,✗,(✓),✓,19.08 ± 2.56 / 41.96 ± 3.30@@19.08,24.09 ± 3.81 / 23.02 ± 3.79@@24.09,2.02 ± 1.71 / 49.05 ± 1.25@@2.02,13.41 ± 1.02 / 7.39 ± 1.08@@13.41,15.5.0.dev0@@150500,15.5.0.dev0@@150500,15.5.0.dev0@@150500,16.3.0.dev0@@160300
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.69@@3.69,310266624.0,128256.0,8192.0,✓,✗,(✓),✓,22.29 ± 2.18 / 45.13 ± 2.20@@22.29,20.36 ± 2.83 / 19.56 ± 3.00@@20.36,0.51 ± 1.80 / 44.62 ± 2.87@@0.51,12.58 ± 2.30 / 7.41 ± 1.63@@12.58,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,3.72@@3.72,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,23.18 ± 2.82 / 42.25 ± 3.44@@23.18,20.56 ± 2.30 / 18.79 ± 1.96@@20.56,0.28 ± 0.90 / 38.56 ± 3.53@@0.28,11.28 ± 2.28 / 0.62 ± 0.74@@11.28,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
