<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/zai-org/GLM-4.5-Air'>zai-org/GLM-4.5-Air#no-thinking</a>,📝,2.10@@2.10,110468824832.0,151552.0,131072.0,✓,✗,87.44 ± 1.60 / 93.36 ± 0.91@@87.44,61.53 ± 1.54 / 58.42 ± 3.20@@61.53,54.55 ± 2.97 / 73.76 ± 2.43@@54.55,32.14 ± 1.52 / 0.00 ± 0.00@@32.14,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/robinsmits/Qwen1.5-7B-Dutch-Chat-Sft-Bf16'>robinsmits/Qwen1.5-7B-Dutch-Chat-Sft-Bf16</a>,📝,2.10@@2.10,7718948864.0,151646.0,32768.0,✗,✗,89.05 ± 0.89 / 94.47 ± 0.46@@89.05,56.83 ± 2.31 / 46.81 ± 2.87@@56.83,23.58 ± 2.69 / 50.85 ± 3.74@@23.58,67.70 ± 0.88 / 43.32 ± 2.07@@67.70,15.7.0.dev0@@150700,12.6.1@@120601,12.6.1@@120601,14.2.0.dev0@@140200
<a href='https://hf.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B</a>,🧠,2.11@@2.11,8829407232.0,64000.0,4096.0,✓,✗,91.36 ± 0.81 / 95.65 ± 0.42@@91.36,56.36 ± 2.06 / 38.73 ± 0.99@@56.36,12.85 ± 2.16 / 40.51 ± 3.02@@12.85,79.05 ± 1.08 / 65.77 ± 0.80@@79.05,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/jhu-clsp/mmBERT-small'>jhu-clsp/mmBERT-small</a>,🔍,2.13@@2.13,140642306.0,256000.0,8192.0,✓,✗,69.21 ± 3.78 / 84.06 ± 2.30@@69.21,69.23 ± 3.06 / 75.99 ± 1.76@@69.23,47.93 ± 5.56 / 73.57 ± 2.98@@47.93,37.36 ± 2.28 / 23.35 ± 1.58@@37.36,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/deepcogito/cogito-v1-preview-llama-8B'>deepcogito/cogito-v1-preview-llama-8B</a>,📝,2.13@@2.13,8030261248.0,128256.0,131072.0,✓,✗,90.19 ± 0.55 / 95.04 ± 0.29@@90.19,61.86 ± 1.35 / 35.20 ± 1.50@@61.86,45.39 ± 2.01 / 72.46 ± 1.05@@45.39,35.61 ± 6.98 / 7.21 ± 3.10@@35.61,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/kurakurai/Luth-1.7B-Instruct'>kurakurai/Luth-1.7B-Instruct</a>,📝,2.14@@2.14,1720574976.0,151936.0,40960.0,✗,✗,85.04 ± 0.64 / 92.38 ± 0.34@@85.04,44.29 ± 2.14 / 28.80 ± 1.10@@44.29,38.85 ± 1.32 / 69.25 ± 0.75@@38.85,70.47 ± 0.57 / 51.13 ± 1.30@@70.47,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500,15.15.0.dev0@@151500
<a href='https://hf.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B</a>,🧠,2.14@@2.14,13716198400.0,100352.0,4096.0,✓,✗,88.01 ± 1.01 / 93.69 ± 0.58@@88.01,53.39 ± 2.29 / 47.20 ± 2.31@@53.39,12.66 ± 1.78 / 40.66 ± 2.24@@12.66,82.48 ± 0.51 / 67.34 ± 1.52@@82.48,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/google/gemma-3-27b-it'>google/gemma-3-27b-it (zero-shot)</a>,📝,2.15@@2.15,27432406640.0,262144.0,?,✓,✗,82.32 ± 0.59 / 91.00 ± 0.30@@82.32,42.60 ± 1.19 / 24.65 ± 0.67@@42.60,43.98 ± 0.86 / 68.57 ± 0.57@@43.98,70.73 ± 0.29 / 50.19 ± 0.37@@70.73,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,2.16@@2.16,11168796672.0,32128.0,32768.0,✓,✗,89.87 ± 0.92 / 94.76 ± 0.52@@89.87,59.37 ± 1.25 / 44.43 ± 1.84@@59.37,56.36 ± 1.62 / 77.60 ± 1.16@@56.36,24.79 ± 1.12 / 0.00 ± 0.00@@24.79,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,2.16@@2.16,4676271104.0,131072.0,?,✓,✗,87.43 ± 0.77 / 93.55 ± 0.43@@87.43,61.21 ± 2.23 / 45.22 ± 1.46@@61.21,9.31 ± 4.51 / 37.72 ± 4.20@@9.31,76.05 ± 1.46 / 62.81 ± 0.93@@76.05,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/BSC-LT/ALIA-40b'>BSC-LT/ALIA-40b</a>,🧠,2.17@@2.17,40433885184.0,256000.0,32768.0,✓,✗,53.11 ± 16.14 / 69.39 ± 11.64@@53.11,66.11 ± 1.33 / 51.77 ± 3.11@@66.11,28.14 ± 5.08 / 51.24 ± 5.04@@28.14,74.21 ± 1.05 / 59.52 ± 1.32@@74.21,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B-Base'>HuggingFaceTB/SmolLM3-3B-Base</a>,🧠,2.19@@2.19,3075098624.0,128256.0,65536.0,✓,✗,89.70 ± 1.45 / 94.70 ± 0.82@@89.70,54.41 ± 3.00 / 38.71 ± 2.28@@54.41,19.18 ± 2.96 / 54.23 ± 4.62@@19.18,67.68 ± 2.16 / 54.86 ± 1.52@@67.68,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt</a>,🧠,2.20@@2.20,4300079472.0,262144.0,8192.0,✓,✗,86.08 ± 2.02 / 92.56 ± 1.17@@86.08,49.18 ± 2.17 / 40.54 ± 1.94@@49.18,19.04 ± 2.66 / 51.52 ± 4.96@@19.04,77.07 ± 1.25 / 61.62 ± 1.26@@77.07,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base</a>,🧠,2.20@@2.20,20066993152.0,49152.0,8192.0,✓,✗,85.27 ± 1.36 / 92.53 ± 0.75@@85.27,60.77 ± 1.90 / 52.35 ± 2.54@@60.77,9.58 ± 1.90 / 41.88 ± 3.20@@9.58,71.28 ± 0.47 / 57.43 ± 1.00@@71.28,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801,15.8.1.dev0@@150801
<a href='https://hf.co/tiiuae/Falcon3-7B-Base'>tiiuae/Falcon3-7B-Base</a>,🧠,2.21@@2.21,7455550464.0,131072.0,32768.0,✓,✗,86.89 ± 0.66 / 93.29 ± 0.40@@86.89,55.78 ± 2.65 / 40.37 ± 3.26@@55.78,11.83 ± 2.54 / 47.95 ± 3.53@@11.83,72.45 ± 1.21 / 58.18 ± 1.30@@72.45,15.7.2.dev0@@150702,14.3.0@@140300,14.3.0@@140300,14.4.0@@140400
<a href='https://hf.co/google/gemma-7b'>google/gemma-7b</a>,🧠,2.21@@2.21,8537680896.0,256000.0,8192.0,✓,✗,88.26 ± 1.73 / 93.82 ± 0.99@@88.26,47.92 ± 3.06 / 36.28 ± 1.63@@47.92,19.47 ± 3.12 / 43.32 ± 3.02@@19.47,77.24 ± 1.55 / 62.77 ± 1.22@@77.24,15.7.0.dev0@@150700,15.6.1@@150601,15.6.1@@150601,15.6.1@@150601
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,2.22@@2.22,11168796672.0,32128.0,32768.0,✓,✗,84.53 ± 1.52 / 91.72 ± 0.90@@84.53,66.15 ± 1.44 / 40.12 ± 1.66@@66.15,48.48 ± 2.17 / 72.69 ± 1.53@@48.48,20.88 ± 0.74 / 0.02 ± 0.02@@20.88,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1</a>,📝,2.23@@2.23,7241732096.0,32000.0,4096.0,✓,✗,83.65 ± 1.70 / 91.41 ± 1.04@@83.65,49.98 ± 1.77 / 29.34 ± 1.57@@49.98,23.98 ± 1.71 / 60.15 ± 1.98@@23.98,70.19 ± 1.32 / 54.65 ± 0.81@@70.19,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5</a>,🧠,2.23@@2.23,7241732096.0,32000.0,4096.0,✓,✗,89.92 ± 1.36 / 94.79 ± 0.77@@89.92,51.78 ± 2.16 / 43.50 ± 1.95@@51.78,13.12 ± 1.40 / 53.71 ± 3.01@@13.12,73.85 ± 1.40 / 59.56 ± 1.44@@73.85,15.7.1.dev0@@150701,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/ibm-granite/granite-8b-code-base-4k'>ibm-granite/granite-8b-code-base-4k</a>,🧠,2.24@@2.24,8054910976.0,49152.0,4096.0,✓,✗,80.12 ± 1.25 / 89.78 ± 0.69@@80.12,63.93 ± 1.82 / 54.57 ± 1.10@@63.93,7.64 ± 2.72 / 45.74 ± 4.22@@7.64,71.22 ± 1.23 / 58.76 ± 1.17@@71.22,15.7.0.dev0@@150700,15.3.1.dev0@@150301,15.3.1.dev0@@150301,15.1.0@@150100
<a href='https://hf.co/ibm-granite/granite-3.0-2b-instruct'>ibm-granite/granite-3.0-2b-instruct</a>,📝,2.24@@2.24,2634201088.0,49155.0,4352.0,✓,✗,86.12 ± 0.65 / 93.01 ± 0.35@@86.12,52.52 ± 1.62 / 44.69 ± 2.23@@52.52,17.72 ± 1.86 / 57.31 ± 1.52@@17.72,69.72 ± 1.28 / 56.69 ± 0.94@@69.72,15.7.0.dev0@@150700,13.0.0@@130000,13.0.0@@130000,14.2.0.dev0@@140200
<a href='https://hf.co/arcee-ai/Trinity-Mini'>arcee-ai/Trinity-Mini</a>,🤔,2.24@@2.24,26123974400.0,200192.0,131072.0,✓,✗,82.94 ± 1.06 / 91.43 ± 0.54@@82.94,48.44 ± 2.24 / 32.98 ± 1.72@@48.44,38.05 ± 2.32 / 68.90 ± 1.22@@38.05,56.59 ± 2.47 / 45.41 ± 1.78@@56.59,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/HuggingFaceTB/SmolLM3-3B'>HuggingFaceTB/SmolLM3-3B</a>,🤔,2.25@@2.25,3075098624.0,128256.0,65536.0,✓,✗,85.13 ± 1.62 / 92.27 ± 0.96@@85.13,54.62 ± 2.16 / 45.46 ± 2.12@@54.62,18.81 ± 2.18 / 54.21 ± 2.92@@18.81,65.69 ± 0.94 / 49.93 ± 1.35@@65.69,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct</a>,📝,2.25@@2.25,3212749824.0,128256.0,131072.0,✓,✗,87.06 ± 0.76 / 93.49 ± 0.38@@87.06,50.00 ± 2.02 / 44.00 ± 1.69@@50.00,23.52 ± 2.52 / 60.73 ± 1.48@@23.52,64.18 ± 1.40 / 48.19 ± 1.19@@64.18,15.7.0.dev0@@150700,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B'>NorwAI/NorwAI-Mixtral-8x7B</a>,🧠,2.25@@2.25,46997647360.0,67993.0,32768.0,✓,✗,44.85 ± 16.21 / 63.76 ± 11.68@@44.85,62.76 ± 3.54 / 40.29 ± 1.82@@62.76,24.44 ± 2.86 / 58.02 ± 2.28@@24.44,76.52 ± 0.95 / 60.97 ± 1.18@@76.52,15.7.0.dev0@@150700,14.0.4@@140004,14.0.4@@140004,14.3.0@@140300
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B</a>,📝,2.26@@2.26,2031739904.0,151936.0,40960.0,✓,✗,81.54 ± 1.00 / 90.31 ± 0.64@@81.54,40.57 ± 2.21 / 27.49 ± 1.50@@40.57,34.80 ± 1.34 / 63.82 ± 2.60@@34.80,68.66 ± 0.95 / 53.54 ± 0.77@@68.66,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101,16.1.1.dev0@@160101
<a href='https://hf.co/allenai/OLMo-2-0325-32B-Instruct'>allenai/OLMo-2-0325-32B-Instruct</a>,📝,2.27@@2.27,32234279936.0,100352.0,4096.0,✗,✗,92.51 ± 0.64 / 96.18 ± 0.34@@92.51,59.70 ± 1.78 / 32.21 ± 1.01@@59.70,46.34 ± 1.60 / 72.39 ± 1.19@@46.34,21.32 ± 1.55 / 0.00 ± 0.00@@21.32,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama</a>,🧠,2.28@@2.28,7799574528.0,100096.0,4096.0,✓,✗,86.23 ± 2.20 / 92.72 ± 1.31@@86.23,50.76 ± 1.71 / 41.71 ± 2.37@@50.76,15.08 ± 1.63 / 53.14 ± 3.32@@15.08,72.47 ± 1.39 / 59.07 ± 1.14@@72.47,15.7.1.dev0@@150701,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/DTAI-KULeuven/robbertje-1-gb-shuffled'>DTAI-KULeuven/robbertje-1-gb-shuffled</a>,🔍,2.28@@2.28,74276930.0,40000.0,512.0,✓,✗,65.86 ± 1.40 / 82.92 ± 0.70@@65.86,73.55 ± 2.27 / 80.69 ± 1.31@@73.55,57.03 ± 1.80 / 77.24 ± 1.09@@57.03,12.04 ± 0.28 / 6.64 ± 0.36@@12.04,15.7.2.dev0@@150702,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/google/gemma-2-2b-it'>google/gemma-2-2b-it</a>,📝,2.28@@2.28,2614341888.0,256000.0,8192.0,✓,✗,84.87 ± 1.60 / 92.14 ± 0.91@@84.87,45.92 ± 2.07 / 35.30 ± 1.89@@45.92,21.69 ± 2.19 / 58.59 ± 1.87@@21.69,68.97 ± 0.70 / 51.91 ± 0.84@@68.97,15.7.2@@150702,15.4.1.dev0@@150401,15.4.1.dev0@@150401,15.4.1.dev0@@150401
<a href='https://hf.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf</a>,📝,2.28@@2.28,68976653312.0,32000.0,4096.0,✓,✗,84.22 ± 4.39 / 91.69 ± 2.66@@84.22,50.76 ± 1.22 / 31.20 ± 1.02@@50.76,17.27 ± 2.09 / 44.04 ± 2.30@@17.27,69.94 ± 0.57 / 48.81 ± 1.06@@69.94,15.7.0.dev0@@150700,15.3.1@@150301,15.3.1@@150301,15.3.1@@150301
<a href='https://hf.co/meta-llama/Llama-4-Scout-17B-16E'>meta-llama/Llama-4-Scout-17B-16E</a>,📝,2.28@@2.28,108641793536.0,200000.0,?,✓,✗,90.93 ± 1.35 / 95.40 ± 0.71@@90.93,66.59 ± 0.93 / 58.14 ± 2.03@@66.59,37.13 ± 4.46 / 62.58 ± 4.89@@37.13,22.10 ± 4.62 / 0.06 ± 0.04@@22.10,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/DTAI-KULeuven/robbertje-1-gb-non-shuffled'>DTAI-KULeuven/robbertje-1-gb-non-shuffled</a>,🔍,2.29@@2.29,73646594.0,40000.0,512.0,✓,✗,67.43 ± 1.31 / 83.64 ± 0.68@@67.43,74.50 ± 1.61 / 81.38 ± 0.87@@74.50,54.57 ± 1.72 / 75.82 ± 1.07@@54.57,11.55 ± 0.22 / 6.31 ± 0.28@@11.55,15.7.2.dev0@@150702,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/robinsmits/Schaapje-2B-Chat-V1.0'>robinsmits/Schaapje-2B-Chat-V1.0</a>,📝,2.29@@2.29,2533531648.0,49155.0,4096.0,✗,✗,87.35 ± 1.27 / 93.58 ± 0.69@@87.35,54.33 ± 2.50 / 34.12 ± 1.85@@54.33,10.72 ± 1.00 / 42.54 ± 1.96@@10.72,69.26 ± 0.99 / 50.64 ± 1.64@@69.26,15.7.0.dev0@@150700,14.3.0@@140300,14.3.0@@140300,14.3.0@@140300
<a href='https://hf.co/ibm-granite/granite-8b-code-instruct-4k'>ibm-granite/granite-8b-code-instruct-4k</a>,📝,2.29@@2.29,8054910976.0,49152.0,4096.0,✓,✗,79.47 ± 2.35 / 89.11 ± 1.49@@79.47,60.46 ± 2.38 / 48.26 ± 3.13@@60.46,11.72 ± 2.21 / 50.30 ± 4.02@@11.72,65.94 ± 1.36 / 53.16 ± 0.99@@65.94,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct</a>,📝,2.29@@2.29,33715603456.0,49152.0,8192.0,✓,✗,85.38 ± 0.86 / 92.60 ± 0.46@@85.38,57.34 ± 2.06 / 46.17 ± 1.55@@57.34,7.05 ± 1.64 / 40.79 ± 3.08@@7.05,72.34 ± 0.53 / 55.22 ± 0.97@@72.34,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802,15.8.2.dev0@@150802
<a href='https://hf.co/ibm-granite/granite-3.0-2b-base'>ibm-granite/granite-3.0-2b-base</a>,🧠,2.29@@2.29,2533525504.0,49152.0,4352.0,✓,✗,89.13 ± 1.14 / 94.52 ± 0.60@@89.13,47.28 ± 1.57 / 36.12 ± 1.72@@47.28,12.74 ± 2.68 / 52.69 ± 2.88@@12.74,75.48 ± 1.00 / 61.60 ± 1.42@@75.48,15.7.0.dev0@@150700,13.0.0@@130000,13.0.0@@130000,14.3.0@@140300
<a href='https://hf.co/baidu/ERNIE-4.5-21B-A3B-PT'>baidu/ERNIE-4.5-21B-A3B-PT</a>,📝,2.29@@2.29,21948655808.0,103424.0,131072.0,✓,✗,84.75 ± 2.04 / 91.92 ± 1.25@@84.75,49.38 ± 1.85 / 34.85 ± 1.33@@49.38,18.36 ± 4.78 / 48.85 ± 6.37@@18.36,68.31 ± 2.72 / 54.20 ± 2.36@@68.31,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/NorwAI/NorwAI-Mixtral-8x7B-instruct'>NorwAI/NorwAI-Mixtral-8x7B-instruct</a>,📝,2.30@@2.30,46997647360.0,67993.0,32768.0,✓,✗,44.97 ± 18.95 / 64.27 ± 13.61@@44.97,62.81 ± 3.06 / 43.07 ± 2.90@@62.81,28.57 ± 2.14 / 60.59 ± 2.37@@28.57,66.14 ± 2.59 / 42.46 ± 4.16@@66.14,15.7.0.dev0@@150700,14.0.4@@140004,14.0.4@@140004,14.3.0@@140300
<a href='https://hf.co/google/gemma-3-4b-it'>google/gemma-3-4b-it</a>,📝,2.31@@2.31,4300079472.0,262144.0,8192.0,✓,✗,86.63 ± 1.32 / 93.17 ± 0.73@@86.63,49.68 ± 1.47 / 36.76 ± 2.59@@49.68,40.92 ± 2.71 / 70.06 ± 1.59@@40.92,38.66 ± 9.34 / 18.25 ± 7.69@@38.66,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B#no-thinking</a>,📝,2.31@@2.31,2031739904.0,151936.0,40960.0,✓,✗,82.91 ± 1.33 / 91.17 ± 0.86@@82.91,41.50 ± 2.26 / 27.77 ± 1.65@@41.50,31.21 ± 2.84 / 60.79 ± 4.46@@31.21,66.08 ± 1.02 / 50.65 ± 1.04@@66.08,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/meta-llama/Llama-2-7b-hf'>meta-llama/Llama-2-7b-hf</a>,📝,2.32@@2.32,6738417664.0,32000.0,4096.0,✓,✗,88.93 ± 1.61 / 94.22 ± 0.92@@88.93,40.49 ± 4.32 / 30.86 ± 2.27@@40.49,18.66 ± 2.39 / 55.25 ± 3.77@@18.66,72.80 ± 1.23 / 59.81 ± 0.85@@72.80,15.7.1.dev0@@150701,9.2.0@@90200,9.2.0@@90200,14.3.0@@140300
<a href='https://hf.co/arcee-ai/AFM-4.5B-Base'>arcee-ai/AFM-4.5B-Base</a>,🧠,2.33@@2.33,4619184640.0,128004.0,65536.0,✓,✗,82.92 ± 1.22 / 91.17 ± 0.68@@82.92,49.98 ± 2.21 / 36.08 ± 2.07@@49.98,11.99 ± 2.68 / 51.29 ± 5.24@@11.99,73.23 ± 1.10 / 60.21 ± 1.28@@73.23,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,2.34@@2.34,1543714304.0,151936.0,32768.0,✓,✗,80.14 ± 1.71 / 89.98 ± 0.89@@80.14,46.00 ± 2.82 / 30.71 ± 1.23@@46.00,20.00 ± 2.02 / 57.51 ± 1.84@@20.00,70.66 ± 0.88 / 56.80 ± 0.99@@70.66,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/allenai/OLMo-2-1124-7B-Instruct'>allenai/OLMo-2-1124-7B-Instruct</a>,📝,2.34@@2.34,7298617344.0,100352.0,4096.0,✓,✗,85.94 ± 1.02 / 92.82 ± 0.56@@85.94,45.18 ± 1.89 / 34.93 ± 1.16@@45.18,19.84 ± 1.15 / 55.25 ± 1.97@@19.84,69.85 ± 0.84 / 52.81 ± 1.51@@69.85,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300,15.13.0@@151300
<a href='https://hf.co/norallm/normistral-11b-warm'>norallm/normistral-11b-warm</a>,🧠,2.37@@2.37,11429893120.0,51200.0,1024000.0,✓,✗,87.85 ± 0.94 / 93.76 ± 0.53@@87.85,49.85 ± 3.52 / 39.69 ± 2.14@@49.85,6.00 ± 0.95 / 50.86 ± 1.30@@6.00,70.94 ± 0.90 / 57.20 ± 1.37@@70.94,15.7.0.dev0@@150700,15.0.0@@150000,15.0.0@@150000,15.0.0@@150000
<a href='https://hf.co/DTAI-KULeuven/robbertje-1-gb-merged'>DTAI-KULeuven/robbertje-1-gb-merged</a>,🔍,2.37@@2.37,73646594.0,40000.0,512.0,✓,✗,66.73 ± 1.41 / 83.30 ± 0.71@@66.73,72.51 ± 0.97 / 80.14 ± 0.74@@72.51,50.00 ± 2.09 / 73.38 ± 1.43@@50.00,11.08 ± 0.47 / 5.97 ± 0.44@@11.08,15.7.2.dev0@@150702,<9.2.0@@0,<9.2.0@@0,<9.2.0@@0
<a href='https://hf.co/ibm-granite/granite-3.0-3b-a800m-instruct'>ibm-granite/granite-3.0-3b-a800m-instruct</a>,📝,2.38@@2.38,3374295552.0,49155.0,4096.0,✓,✗,88.43 ± 0.68 / 94.13 ± 0.38@@88.43,45.54 ± 2.41 / 34.15 ± 1.98@@45.54,13.08 ± 1.40 / 54.54 ± 1.86@@13.08,70.98 ± 0.56 / 55.79 ± 0.75@@70.98,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/TrustLLMeu/baseline-7-8b_1t-tokens_llama'>TrustLLMeu/baseline-7-8b_1t-tokens_llama</a>,🧠,2.38@@2.38,7799574528.0,100096.0,4096.0,✓,✗,84.10 ± 2.05 / 91.45 ± 1.22@@84.10,49.35 ± 2.96 / 41.29 ± 2.41@@49.35,10.93 ± 3.28 / 49.96 ± 4.76@@10.93,69.24 ± 1.46 / 55.52 ± 1.47@@69.24,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2</a>,📝,2.39@@2.39,7241732096.0,32000.0,32768.0,✗,✗,86.48 ± 1.09 / 93.07 ± 0.61@@86.48,47.91 ± 2.25 / 32.67 ± 0.56@@47.91,25.87 ± 2.05 / 61.68 ± 1.64@@25.87,52.69 ± 1.59 / 27.94 ± 2.47@@52.69,15.7.1.dev0@@150701,15.1.0@@150100,15.1.0@@150100,15.1.0@@150100
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,2.40@@2.40,4757260288.0,32000.0,32768.0,✓,✗,44.83 ± 29.29 / 63.76 ± 20.28@@44.83,58.14 ± 1.97 / 34.39 ± 2.03@@58.14,25.10 ± 1.97 / 51.86 ± 2.49@@25.10,67.79 ± 1.49 / 53.03 ± 1.31@@67.79,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/microsoft/xlm-align-base'>microsoft/xlm-align-base</a>,🔍,2.40@@2.40,277455362.0,250002.0,514.0,✓,✗,47.67 ± 23.79 / 68.95 ± 16.13@@47.67,78.85 ± 2.48 / 83.35 ± 2.28@@78.85,14.56 ± 8.02 / 53.64 ± 5.14@@14.56,49.25 ± 1.87 / 36.43 ± 1.70@@49.25,15.7.1.dev0@@150701,<9.2.0@@0,<9.2.0@@0,14.2.0.dev0@@140200
<a href='https://hf.co/01-ai/Yi-1.5-6B'>01-ai/Yi-1.5-6B</a>,🧠,2.40@@2.40,6061035520.0,64000.0,4352.0,✓,✗,87.76 ± 1.44 / 93.84 ± 0.76@@87.76,51.18 ± 1.62 / 35.45 ± 1.88@@51.18,1.99 ± 2.56 / 34.69 ± 1.59@@1.99,68.29 ± 1.59 / 55.91 ± 1.90@@68.29,15.7.0.dev0@@150700,13.0.0@@130000,13.0.0@@130000,14.3.0@@140300
