<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,,,,<a id=11 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=12 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=13 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=14 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<a id=15 href='https://euroeval.com/tasks/summarization/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Summarization</a>,<a id=16 href='https://euroeval.com/tasks/knowledge/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Knowledge</a>,<a id=17 href='https://euroeval.com/tasks/common-sense-reasoning/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Common sense reasoning</a>,<span style='visibility: hidden;'>hidden</span>,,,,,,
<a href='https://hf.co/speakleash/Bielik-11B-v3.0-Instruct'>speakleash/Bielik-11B-v3.0-Instruct</a>,📝,-@@100,3.26,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,60.57 ± 1.19 / 71.20 ± 0.88@@60.57,55.01 ± 1.63 / 35.91 ± 1.70@@55.01,38.98 ± 1.97 / 69.14 ± 0.95@@38.98,28.68 ± 0.88 / 0.13 ± 0.10@@28.68,-@@-1,15.75 ± 2.00 / 35.10 ± 1.48@@15.75,50.50 ± 1.36 / 74.91 ± 0.73@@50.50,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,-@@0,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/speakleash/Bielik-11B-v3-Base-20250730'>speakleash/Bielik-11B-v3-Base-20250730</a>,🧠,-@@100,N/A,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,44.28 ± 7.26 / 57.86 ± 6.11@@44.28,55.29 ± 1.63 / 34.78 ± 2.49@@55.29,12.27 ± 5.15 / 37.84 ± 3.07@@12.27,73.36 ± 1.49 / 54.35 ± 2.27@@73.36,-@@-1,16.65 ± 1.57 / 34.96 ± 1.43@@16.65,30.70 ± 2.82 / 64.11 ± 1.72@@30.70,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,-@@0,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/speakleash/Bielik-11B-v2.6-Instruct'>speakleash/Bielik-11B-v2.6-Instruct</a>,📝,-@@100,22.42,11168796672.0,32128.0,32768.0,✓,✗,(✓),✓,41.45 ± 2.32 / 55.63 ± 3.39@@41.45,49.99 ± 1.64 / 26.27 ± 2.18@@49.99,2.05 ± 2.13 / 36.04 ± 1.10@@2.05,23.45 ± 1.29 / 0.02 ± 0.04@@23.45,-@@-1,9.42 ± 1.69 / 29.24 ± 1.24@@9.42,3.29 ± 1.74 / 51.48 ± 0.87@@3.29,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,16.10.0@@161000,-@@0,16.10.0@@161000,16.10.0@@161000
<a href='https://hf.co/speakleash/Bielik-11B-v2.3-Instruct'>speakleash/Bielik-11B-v2.3-Instruct</a>,📝,-@@100,0.4,11168796672.0,32128.0,32768.0,✓,✓,(✓),✓,40.98 ± 1.33 / 57.53 ± 1.15@@40.98,47.84 ± 1.39 / 27.68 ± 2.69@@47.84,0.12 ± 1.00 / 33.92 ± 0.42@@0.12,59.43 ± 1.42 / 37.53 ± 1.44@@59.43,-@@-1,5.67 ± 2.20 / 29.84 ± 1.70@@5.67,6.24 ± 1.32 / 52.67 ± 0.57@@6.24,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/setu4993/LaBSE'>setu4993/LaBSE</a>,🔍,-@@100,N/A,470927360.0,501153.0,512.0,✓,✗,(✓),✗,51.10 ± 2.25 / 64.36 ± 1.51@@51.10,69.11 ± 1.17 / 67.42 ± 0.70@@69.11,4.09 ± 2.71 / 51.27 ± 1.18@@4.09,25.42 ± 1.40 / 17.83 ± 1.27@@25.42,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,-@@0,-@@0
<a href='https://hf.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,-@@100,N/A,117654272.0,250037.0,512.0,✓,✗,(✓),✗,43.18 ± 2.04 / 49.00 ± 1.90@@43.18,33.28 ± 4.39 / 42.90 ± 2.34@@33.28,0.14 ± 1.35 / 45.05 ± 2.76@@0.14,0.22 ± 0.26 / 0.11 ± 0.12@@0.22,-@@-1,-@@-1,-@@-1,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,-@@0,-@@0
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,-@@100,?,7504568320.0,128167.0,32768.0,✓,✗,(✓),✓,16.63 ± 1.20 / 41.69 ± 1.09@@16.63,22.78 ± 1.04 / 15.61 ± 1.32@@22.78,-0.60 ± 1.74 / 49.38 ± 0.87@@-0.60,12.63 ± 0.98 / 0.00 ± 0.00@@12.63,-@@-1,0.00 ± 0.00 / 23.58 ± 1.20@@0.00,0.00 ± 0.00 / 49.64 ± 0.50@@0.00,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,16.13.0.dev0@@161300,-@@0,16.13.0.dev0@@161300,16.13.0.dev0@@161300
<a href='https://hf.co/speakleash/Bielik-4.5B-v3.0-Instruct'>speakleash/Bielik-4.5B-v3.0-Instruct</a>,📝,-@@100,0.78,4757260288.0,32000.0,32768.0,✓,✗,(✓),✓,33.66 ± 1.90 / 51.17 ± 2.05@@33.66,40.92 ± 1.74 / 22.22 ± 1.96@@40.92,3.10 ± 1.20 / 42.11 ± 2.81@@3.10,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,-@@-1,2.11 ± 1.72 / 29.26 ± 1.37@@2.11,4.58 ± 1.50 / 52.06 ± 0.73@@4.58,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/tartuNLP/Llama-3.1-EstLLM-8B-Instruct-1125'>tartuNLP/Llama-3.1-EstLLM-8B-Instruct-1125</a>,📝,-@@100,2.07,8030261248.0,128256.0,131072.0,✗,✓,(✓),✗,55.69 ± 1.55 / 66.67 ± 0.92@@55.69,48.39 ± 1.75 / 29.79 ± 1.29@@48.39,35.01 ± 2.15 / 62.73 ± 1.78@@35.01,64.62 ± 1.24 / 42.73 ± 1.40@@64.62,-@@-1,17.05 ± 2.07 / 38.56 ± 1.51@@17.05,13.14 ± 1.93 / 55.88 ± 0.67@@13.14,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/tartuNLP/Llama-3.1-EstLLM-8B-Instruct-0825'>tartuNLP/Llama-3.1-EstLLM-8B-Instruct-0825</a>,📝,-@@100,4.29,8030261248.0,128256.0,131072.0,✗,✗,(✓),✗,53.88 ± 1.87 / 66.03 ± 1.17@@53.88,42.80 ± 1.54 / 26.60 ± 1.25@@42.80,32.83 ± 3.02 / 55.19 ± 3.21@@32.83,66.33 ± 1.45 / 45.31 ± 1.42@@66.33,-@@-1,20.07 ± 1.71 / 40.68 ± 1.39@@20.07,17.81 ± 1.94 / 56.55 ± 1.39@@17.81,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/tartuNLP/Llama-3.1-EstLLM-8B-0525'>tartuNLP/Llama-3.1-EstLLM-8B-0525</a>,🧠,-@@100,N/A,8030261248.0,128256.0,131072.0,✓,✗,(✓),✗,45.36 ± 3.04 / 59.63 ± 2.32@@45.36,45.06 ± 2.16 / 24.70 ± 2.01@@45.06,19.61 ± 2.12 / 58.49 ± 1.98@@19.61,71.75 ± 1.52 / 49.85 ± 2.42@@71.75,-@@-1,21.61 ± 3.03 / 41.06 ± 2.29@@21.61,17.71 ± 2.55 / 58.81 ± 1.29@@17.71,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,-@@0,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/tartuNLP/Apertus-EstLLM-8B-Instruct-1125'>tartuNLP/Apertus-EstLLM-8B-Instruct-1125</a>,📝,-@@100,4.38,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,1.56 ± 2.27 / 23.84 ± 0.63@@1.56,47.02 ± 1.43 / 23.58 ± 1.14@@47.02,2.43 ± 2.30 / 34.56 ± 1.64@@2.43,64.12 ± 2.10 / 39.77 ± 2.20@@64.12,-@@-1,12.92 ± 1.46 / 33.38 ± 2.91@@12.92,7.84 ± 3.00 / 51.91 ± 1.56@@7.84,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/tartuNLP/Apertus-EstLLM-8B-1125'>tartuNLP/Apertus-EstLLM-8B-1125</a>,🧠,-@@100,N/A,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,56.61 ± 1.89 / 67.47 ± 1.21@@56.61,43.96 ± 1.53 / 25.27 ± 1.59@@43.96,31.47 ± 2.64 / 56.27 ± 2.94@@31.47,74.23 ± 1.52 / 53.84 ± 2.52@@74.23,-@@-1,18.79 ± 2.64 / 39.98 ± 2.09@@18.79,22.87 ± 1.03 / 59.30 ± 1.10@@22.87,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,16.11.0.dev0@@161100,-@@0,16.11.0.dev0@@161100,16.11.0.dev0@@161100
<a href='https://hf.co/swiss-ai/Apertus-8B-Instruct-2509'>swiss-ai/Apertus-8B-Instruct-2509</a>,📝,-@@100,?,8053338176.0,131072.0,65536.0,✗,✗,(✓),✗,52.93 ± 1.30 / 65.01 ± 1.20@@52.93,45.00 ± 1.90 / 22.33 ± 1.23@@45.00,23.95 ± 2.01 / 61.66 ± 1.05@@23.95,63.76 ± 1.20 / 39.65 ± 1.92@@63.76,-@@-1,11.03 ± 1.51 / 33.34 ± 1.40@@11.03,17.65 ± 1.22 / 58.52 ± 0.66@@17.65,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,16.2.2.dev0@@160202,15.16.0.dev0@@151600
<a href='https://hf.co/swiss-ai/Apertus-8B-2509'>swiss-ai/Apertus-8B-2509</a>,🧠,-@@100,N/A,8053338176.0,131072.0,65536.0,✓,✗,(✓),✗,48.82 ± 2.15 / 60.48 ± 2.73@@48.82,37.95 ± 3.50 / 25.25 ± 1.61@@37.95,18.81 ± 2.05 / 50.95 ± 4.34@@18.81,69.26 ± 1.90 / 47.01 ± 2.63@@69.26,-@@-1,11.34 ± 1.91 / 33.80 ± 1.50@@11.34,18.56 ± 0.84 / 58.94 ± 0.65@@18.56,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,16.2.2.dev0@@160202,15.16.0.dev0@@151600
<a href='https://hf.co/tencent/Hunyuan-4B-Instruct'>tencent/Hunyuan-4B-Instruct</a>,🤔,-@@100,?,4221757440.0,120818.0,262144.0,✓,✗,(✓),✓,19.68 ± 3.07 / 40.37 ± 3.40@@19.68,18.83 ± 4.71 / 14.03 ± 3.85@@18.83,2.71 ± 2.13 / 51.21 ± 1.14@@2.71,8.74 ± 2.23 / 0.00 ± 0.00@@8.74,-@@-1,-@@-1,-@@-1,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,-@@0,-@@0
<a href='https://hf.co/swiss-ai/Apertus-70B-2509'>swiss-ai/Apertus-70B-2509</a>,🧠,-@@100,N/A,70599864480.0,131072.0,65536.0,✓,✗,(✓),✗,40.04 ± 4.33 / 47.70 ± 5.23@@40.04,44.49 ± 2.36 / 26.70 ± 2.03@@44.49,42.06 ± 1.92 / 68.31 ± 2.11@@42.06,71.38 ± 1.44 / 51.75 ± 1.93@@71.38,-@@-1,20.44 ± 1.49 / 38.40 ± 0.97@@20.44,23.40 ± 1.83 / 57.74 ± 1.19@@23.40,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/mistralai/Voxtral-Mini-3B-2507'>mistralai/Voxtral-Mini-3B-2507</a>,📝,-@@100,?,4676271104.0,131072.0,?,✓,✗,(✓),✓,43.17 ± 1.95 / 55.07 ± 2.10@@43.17,43.64 ± 4.37 / 26.16 ± 2.84@@43.64,3.00 ± 1.26 / 50.56 ± 1.30@@3.00,66.06 ± 1.35 / 46.76 ± 1.87@@66.06,-@@-1,4.30 ± 2.19 / 30.46 ± 1.31@@4.30,3.88 ± 1.93 / 51.92 ± 0.96@@3.88,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,16.3.0.dev0@@160300,15.16.0.dev0@@151600
<a href='https://hf.co/mistralai/Ministral-3-3B-Base-2512'>mistralai/Ministral-3-3B-Base-2512</a>,🧠,-@@100,N/A,4251743232.0,131072.0,8192.0,✓,✗,(✓),✓,37.95 ± 2.83 / 52.98 ± 2.89@@37.95,47.63 ± 2.05 / 31.90 ± 2.00@@47.63,13.47 ± 2.02 / 46.05 ± 2.57@@13.47,73.42 ± 1.28 / 55.21 ± 1.95@@73.42,-@@-1,9.27 ± 1.92 / 33.26 ± 1.51@@9.27,18.25 ± 2.11 / 59.11 ± 1.06@@18.25,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,16.12.0.dev0@@161200,-@@0,16.12.0.dev0@@161200,16.12.0.dev0@@161200
<a href='https://hf.co/mistralai/Magistral-Small-2509'>mistralai/Magistral-Small-2509</a>,📝,-@@100,?,24011361280.0,131072.0,8192.0,✓,✗,(✓),✓,58.05 ± 1.68 / 68.65 ± 1.53@@58.05,56.59 ± 1.50 / 35.38 ± 2.32@@56.59,28.99 ± 1.98 / 62.03 ± 1.43@@28.99,74.15 ± 1.60 / 54.37 ± 2.34@@74.15,-@@-1,13.50 ± 3.33 / 34.78 ± 2.50@@13.50,41.78 ± 1.25 / 70.85 ± 0.63@@41.78,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/microsoft/mdeberta-v3-base'>microsoft/mdeberta-v3-base</a>,🔍,-@@100,N/A,278220290.0,251000.0,512.0,✓,✗,(✓),✓,18.25 ± 12.69 / 35.20 ± 8.55@@18.25,53.82 ± 4.54 / 55.88 ± 3.03@@53.82,37.37 ± 8.62 / 62.90 ± 6.73@@37.37,14.99 ± 1.87 / 9.45 ± 1.32@@14.99,-@@-1,-@@-1,-@@-1,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,16.0.0.dev0@@160000,-@@0,-@@0,-@@0
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16'>nvidia/NVIDIA-Nemotron-3-Nano-30B-A3B-BF16#no-thinking</a>,📝,-@@100,4.53,31577937344.0,131072.0,262144.0,✓,✗,✗,✓,38.57 ± 2.82 / 53.66 ± 2.52@@38.57,45.14 ± 1.20 / 23.65 ± 1.23@@45.14,6.52 ± 1.74 / 49.30 ± 1.79@@6.52,64.96 ± 1.15 / 45.99 ± 1.33@@64.96,-@@-1,7.00 ± 1.87 / 28.58 ± 1.56@@7.00,5.40 ± 1.84 / 52.59 ± 0.89@@5.40,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,16.10.0.dev0@@161000,-@@0,16.10.0.dev0@@161000,16.10.0.dev0@@161000
<a href='https://hf.co/utter-project/EuroLLM-22B-Instruct-Preview'>utter-project/EuroLLM-22B-Instruct-Preview</a>,📝,-@@100,9.28,22637328384.0,128000.0,4096.0,✓,✗,(✓),✓,58.38 ± 1.42 / 69.73 ± 0.96@@58.38,48.51 ± 1.82 / 27.43 ± 1.70@@48.51,34.97 ± 6.51 / 55.76 ± 5.74@@34.97,66.32 ± 0.97 / 44.28 ± 1.28@@66.32,-@@-1,21.40 ± 1.99 / 39.50 ± 1.42@@21.40,27.20 ± 1.11 / 62.51 ± 0.72@@27.20,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/upstage/SOLAR-10.7B-v1.0'>upstage/SOLAR-10.7B-v1.0</a>,🧠,-@@100,N/A,10731524096.0,32000.0,4096.0,✓,✗,(✓),✗,16.89 ± 1.91 / 30.11 ± 1.95@@16.89,49.71 ± 1.97 / 32.49 ± 2.66@@49.71,4.44 ± 1.65 / 35.22 ± 1.20@@4.44,59.08 ± 1.87 / 42.95 ± 1.60@@59.08,-@@-1,6.32 ± 1.37 / 25.70 ± 1.17@@6.32,4.62 ± 2.48 / 50.37 ± 0.63@@4.62,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2</a>,🤔,-@@100,?,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,38.52 ± 0.92 / 55.98 ± 0.65@@38.52,39.96 ± 1.68 / 23.21 ± 1.76@@39.96,3.11 ± 1.88 / 50.72 ± 1.12@@3.11,52.95 ± 0.67 / 34.07 ± 1.24@@52.95,-@@-1,5.50 ± 1.79 / 28.88 ± 1.32@@5.50,12.51 ± 1.27 / 56.26 ± 0.65@@12.51,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,-@@100,?,8888227328.0,131072.0,131072.0,✓,✗,✗,✓,0.26 ± 0.50 / 23.54 ± 0.21@@0.26,48.15 ± 1.80 / 24.49 ± 1.98@@48.15,0.32 ± 0.63 / 33.61 ± 0.40@@0.32,0.39 ± 0.07 / 0.00 ± 0.00@@0.39,-@@-1,0.53 ± 1.03 / 23.62 ± 1.16@@0.53,0.06 ± 1.00 / 49.65 ± 0.54@@0.06,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,-@@0,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,-@@100,N/A,395881664.0,50368.0,?,✓,✗,(✓),✗,10.02 ± 2.30 / 37.10 ± 2.23@@10.02,26.28 ± 3.61 / 31.84 ± 2.67@@26.28,1.19 ± 2.07 / 46.86 ± 2.18@@1.19,15.79 ± 2.35 / 10.83 ± 1.80@@15.79,-@@-1,-@@-1,-@@-1,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,-@@0,-@@0
<a href='https://hf.co/Qwen/Qwen2.5-1.5B-Instruct'>Qwen/Qwen2.5-1.5B-Instruct</a>,📝,-@@100,1.97,1543714304.0,151936.0,32768.0,✓,✗,(✓),✓,30.47 ± 1.59 / 46.78 ± 1.60@@30.47,31.50 ± 1.91 / 18.07 ± 1.37@@31.50,2.79 ± 1.65 / 38.59 ± 3.57@@2.79,46.74 ± 1.10 / 29.67 ± 1.31@@46.74,-@@-1,1.82 ± 2.32 / 29.74 ± 1.67@@1.82,1.44 ± 2.16 / 50.71 ± 0.97@@1.44,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,-@@0,16.0.1.dev0@@160001,15.16.0.dev0@@151600
<a href='https://hf.co/Qwen/Qwen3-0.6B'>Qwen/Qwen3-0.6B</a>,🤔,-@@100,?,751632384.0,151936.0,40960.0,✓,✗,✗,✓,17.83 ± 1.20 / 38.99 ± 1.36@@17.83,17.90 ± 1.38 / 14.74 ± 1.11@@17.90,0.89 ± 1.79 / 42.19 ± 1.24@@0.89,24.84 ± 1.10 / 13.45 ± 0.94@@24.84,-@@-1,1.68 ± 2.06 / 25.86 ± 1.11@@1.68,2.22 ± 3.27 / 50.99 ± 1.65@@2.22,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,-@@0,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/PleIAs/Baguettotron'>PleIAs/Baguettotron@refs/pr/6#no-thinking</a>,📝,-@@100,0.28,320956992.0,65536.0,4096.0,✓,✗,(✓),✓,1.63 ± 1.00 / 18.65 ± 3.11@@1.63,0.90 ± 0.77 / 0.98 ± 0.60@@0.90,-0.01 ± 0.73 / 34.14 ± 0.92@@-0.01,1.23 ± 0.36 / 0.00 ± 0.00@@1.23,-@@-1,0.54 ± 1.85 / 26.84 ± 4.69@@0.54,0.39 ± 1.70 / 49.98 ± 0.64@@0.39,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LumiOpen/Llama-Poro-2-8B-SFT'>LumiOpen/Llama-Poro-2-8B-SFT</a>,📝,-@@100,?,8030261248.0,128256.0,?,✓,✗,(✓),✗,53.23 ± 0.84 / 66.80 ± 0.48@@53.23,51.38 ± 1.88 / 34.30 ± 1.90@@51.38,10.69 ± 1.40 / 54.38 ± 1.33@@10.69,63.79 ± 2.53 / 44.86 ± 3.05@@63.79,-@@-1,7.89 ± 1.39 / 31.90 ± 1.29@@7.89,9.07 ± 1.90 / 54.13 ± 0.99@@9.07,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/LumiOpen/Llama-Poro-2-8B-Instruct'>LumiOpen/Llama-Poro-2-8B-Instruct</a>,📝,-@@100,?,8030261248.0,128256.0,?,✓,✗,(✓),✗,52.84 ± 1.27 / 66.62 ± 0.83@@52.84,46.58 ± 1.73 / 31.02 ± 1.65@@46.58,13.11 ± 1.32 / 55.67 ± 0.77@@13.11,60.21 ± 1.82 / 34.87 ± 1.58@@60.21,-@@-1,5.54 ± 1.61 / 29.96 ± 0.95@@5.54,9.71 ± 1.85 / 54.86 ± 0.94@@9.71,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-base'>LumiOpen/Llama-Poro-2-70B-base</a>,🧠,-@@100,N/A,70553706496.0,128256.0,?,✓,✗,(✓),✗,57.45 ± 1.30 / 56.75 ± 1.94@@57.45,55.60 ± 1.87 / 40.74 ± 3.57@@55.60,0.13 ± 0.26 / 33.09 ± 0.41@@0.13,74.04 ± 1.19 / 53.86 ± 1.91@@74.04,-@@-1,20.76 ± 2.51 / 40.30 ± 1.68@@20.76,47.50 ± 1.23 / 73.01 ± 0.71@@47.50,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/LumiOpen/Llama-Poro-2-70B-Instruct'>LumiOpen/Llama-Poro-2-70B-Instruct</a>,📝,-@@100,?,70553706496.0,128256.0,?,✓,✗,(✓),✗,57.95 ± 1.65 / 69.20 ± 1.26@@57.95,51.13 ± 0.91 / 30.63 ± 1.67@@51.13,26.07 ± 1.95 / 61.54 ± 1.49@@26.07,64.06 ± 0.85 / 35.02 ± 0.95@@64.06,-@@-1,15.76 ± 2.10 / 36.24 ± 1.65@@15.76,50.78 ± 1.38 / 75.38 ± 0.68@@50.78,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,16.0.1.dev0@@160001,-@@0,16.0.1.dev0@@160001,16.0.1.dev0@@160001
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Thinking'>LiquidAI/LFM2.5-1.2B-Thinking</a>,🤔,-@@100,?,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,7.98 ± 1.82 / 35.85 ± 1.08@@7.98,3.16 ± 1.24 / 2.31 ± 0.77@@3.16,-2.34 ± 1.49 / 47.76 ± 1.16@@-2.34,0.67 ± 0.11 / 0.00 ± 0.00@@0.67,-@@-1,-1.77 ± 2.36 / 23.14 ± 1.99@@-1.77,1.08 ± 2.57 / 50.59 ± 1.27@@1.08,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,-@@100,0.04,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,0.06 ± 1.33 / 14.58 ± 1.62@@0.06,10.64 ± 1.26 / 12.28 ± 0.63@@10.64,-0.41 ± 0.49 / 38.72 ± 3.96@@-0.41,1.85 ± 0.53 / 0.00 ± 0.00@@1.85,-@@-1,1.36 ± 1.94 / 24.80 ± 3.07@@1.36,-0.66 ± 1.55 / 50.12 ± 0.71@@-0.66,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,-@@100,14.36,1170340608.0,65536.0,128000.0,✗,✗,(✓),✓,5.70 ± 2.93 / 21.14 ± 5.71@@5.70,9.03 ± 4.30 / 10.54 ± 2.32@@9.03,1.02 ± 0.97 / 37.32 ± 3.21@@1.02,3.18 ± 0.47 / 0.00 ± 0.00@@3.18,-@@-1,-1.10 ± 2.10 / 22.20 ± 1.77@@-1.10,0.78 ± 1.28 / 50.16 ± 0.60@@0.78,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,-@@0,16.10.1.dev0@@161001,16.10.1.dev0@@161001
