<span style='font-size: 12px; font-weight: normal; opacity: 0.6;'>Task Type</span>,<span style='visibility: hidden;'>dummy</span>,,,,,,,<a id=8 href='https://euroeval.com/tasks/sentiment-classification/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Sentiment classification</a>,<a id=9 href='https://euroeval.com/tasks/named-entity-recognition/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Named entity recognition</a>,<a id=10 href='https://euroeval.com/tasks/linguistic-acceptability/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Linguistic acceptability</a>,<a id=11 href='https://euroeval.com/tasks/reading-comprehension/' style='font-size: 12px; font-weight: normal; color: Grey; text-decoration: underline;'>Reading comprehension</a>,<span style='visibility: hidden;'>hidden</span>,,,
<a href='https://hf.co/LiquidAI/LFM2-2.6B'>LiquidAI/LFM2-2.6B</a>,📝,3.30@@3.30,2569272320.0,65536.0,128000.0,✗,✗,69.74 ± 2.21 / 84.15 ± 1.43@@69.74,27.88 ± 2.29 / 18.28 ± 1.37@@27.88,0.63 ± 1.74 / 45.74 ± 1.65@@0.63,44.58 ± 2.11 / 22.29 ± 2.01@@44.58,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/Finnish-NLP/Ahma-2-4B-Instruct'>Finnish-NLP/Ahma-2-4B-Instruct</a>,📝,3.32@@3.32,3880099328.0,262144.0,131072.0,✓,✗,91.13 ± 0.57 / 95.54 ± 0.29@@91.13,29.39 ± 1.97 / 20.60 ± 1.01@@29.39,1.10 ± 2.06 / 37.50 ± 2.00@@1.10,25.23 ± 0.78 / 0.34 ± 0.26@@25.23,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Preview</a>,🧠,3.34@@3.34,2611528704.0,128000.0,4096.0,✓,✗,79.54 ± 5.59 / 88.82 ± 3.86@@79.54,7.81 ± 3.00 / 7.45 ± 2.29@@7.81,1.88 ± 1.63 / 37.70 ± 3.79@@1.88,56.64 ± 1.28 / 41.45 ± 1.41@@56.64,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/tencent/Hunyuan-7B-Instruct'>tencent/Hunyuan-7B-Instruct</a>,🤔,3.35@@3.35,7504568320.0,128167.0,32768.0,✓,✗,64.37 ± 2.51 / 82.10 ± 1.27@@64.37,32.80 ± 2.08 / 22.12 ± 1.40@@32.80,5.39 ± 2.24 / 47.04 ± 1.25@@5.39,34.60 ± 0.83 / 0.00 ± 0.00@@34.60,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/facebook/MobileLLM-R1-950M-base'>facebook/MobileLLM-R1-950M-base</a>,🧠,3.35@@3.35,949685760.0,128256.0,4096.0,✗,✗,73.48 ± 1.65 / 86.23 ± 1.04@@73.48,25.69 ± 2.23 / 18.33 ± 1.21@@25.69,-1.38 ± 1.35 / 43.39 ± 3.00@@-1.38,44.84 ± 1.83 / 29.32 ± 2.03@@44.84,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/EuropeanParliament/EUBERT'>EuropeanParliament/EUBERT</a>,🔍,3.35@@3.35,93990500.0,65636.0,512.0,✓,✗,66.83 ± 3.38 / 83.33 ± 1.71@@66.83,33.01 ± 2.59 / 35.42 ± 3.30@@33.01,4.49 ± 1.97 / 51.09 ± 1.51@@4.49,30.65 ± 0.52 / 14.75 ± 0.78@@30.65,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B-Instruct'>HuggingFaceTB/SmolLM2-1.7B-Instruct</a>,📝,3.37@@3.37,1711376384.0,49152.0,8192.0,✓,✗,61.14 ± 3.71 / 77.91 ± 3.20@@61.14,26.92 ± 1.83 / 14.58 ± 1.26@@26.92,1.68 ± 1.61 / 41.16 ± 3.77@@1.68,44.99 ± 2.77 / 27.58 ± 2.79@@44.99,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/HuggingFaceTB/SmolLM2-1.7B'>HuggingFaceTB/SmolLM2-1.7B</a>,🧠,3.37@@3.37,1711376384.0,49152.0,8192.0,✓,✗,73.00 ± 2.38 / 86.25 ± 1.33@@73.00,26.52 ± 1.53 / 16.79 ± 1.75@@26.52,0.22 ± 2.10 / 43.01 ± 2.96@@0.22,38.86 ± 3.40 / 24.06 ± 3.01@@38.86,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-7B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-7B</a>,🤔,3.40@@3.40,7615616512.0,152064.0,131072.0,✓,✗,75.62 ± 1.48 / 87.63 ± 0.76@@75.62,31.01 ± 1.43 / 21.00 ± 0.90@@31.01,0.72 ± 1.45 / 45.06 ± 1.69@@0.72,30.45 ± 1.17 / 10.03 ± 1.49@@30.45,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/AI-Sweden-Models/ModernBERT-large'>AI-Sweden-Models/ModernBERT-large</a>,🔍,3.42@@3.42,394781696.0,50368.0,8192.0,✓,✗,59.67 ± 6.18 / 79.44 ± 3.07@@59.67,36.76 ± 3.11 / 36.30 ± 2.49@@36.76,1.36 ± 0.93 / 47.05 ± 3.39@@1.36,27.84 ± 0.85 / 13.66 ± 0.86@@27.84,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200,15.12.0.dev0@@151200
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Llama-8B'>deepseek-ai/DeepSeek-R1-Distill-Llama-8B</a>,🤔,3.44@@3.44,8030261248.0,128256.0,131072.0,✓,✗,76.09 ± 2.11 / 87.73 ± 1.12@@76.09,29.19 ± 0.86 / 19.34 ± 0.68@@29.19,3.65 ± 1.90 / 48.64 ± 1.93@@3.65,24.18 ± 0.83 / 1.13 ± 0.38@@24.18,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/PleIAs/Pleias-1.2b-Preview'>PleIAs/Pleias-1.2b-Preview</a>,🧠,3.50@@3.50,1195468800.0,65536.0,2048.0,✓,✗,47.46 ± 10.51 / 66.51 ± 8.92@@47.46,25.49 ± 1.62 / 20.08 ± 1.99@@25.49,0.30 ± 1.39 / 36.15 ± 3.12@@0.30,47.75 ± 1.81 / 34.24 ± 2.17@@47.75,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/answerdotai/ModernBERT-large'>answerdotai/ModernBERT-large</a>,🔍,3.51@@3.51,395881664.0,50368.0,8192.0,✓,✗,57.64 ± 4.42 / 78.53 ± 2.21@@57.64,34.01 ± 2.93 / 33.70 ± 3.11@@34.01,1.67 ± 0.96 / 46.06 ± 3.21@@1.67,27.27 ± 0.56 / 12.40 ± 0.78@@27.27,15.10.0@@151000,15.10.0@@151000,15.10.0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct</a>,📝,3.52@@3.52,7768117248.0,256000.0,8192.0,✓,✗,91.20 ± 0.65 / 95.59 ± 0.32@@91.20,23.30 ± 1.42 / 17.59 ± 1.11@@23.30,1.09 ± 1.51 / 36.52 ± 4.08@@1.09,15.94 ± 0.95 / 0.00 ± 0.00@@15.94,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-14B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-14B</a>,🤔,3.52@@3.52,14770033664.0,152064.0,131072.0,✓,✗,49.45 ± 6.38 / 68.10 ± 4.99@@49.45,43.84 ± 1.97 / 23.61 ± 1.19@@43.84,0.23 ± 1.95 / 33.78 ± 0.39@@0.23,26.83 ± 1.15 / 6.80 ± 1.26@@26.83,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/answerdotai/ModernBERT-base'>answerdotai/ModernBERT-base</a>,🔍,3.53@@3.53,149655232.0,50368.0,8192.0,✓,✗,57.82 ± 3.22 / 78.80 ± 1.64@@57.82,34.68 ± 1.03 / 32.75 ± 1.28@@34.68,1.82 ± 1.81 / 47.17 ± 2.22@@1.82,26.33 ± 0.94 / 11.97 ± 0.53@@26.33,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1</a>,📝,3.53@@3.53,7241732096.0,32000.0,32768.0,✓,✗,43.36 ± 2.36 / 65.13 ± 2.07@@43.36,19.71 ± 2.16 / 13.80 ± 0.73@@19.71,3.21 ± 2.45 / 43.96 ± 3.20@@3.21,49.09 ± 3.52 / 31.00 ± 4.42@@49.09,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/yulan-team/YuLan-Mini-Instruct'>yulan-team/YuLan-Mini-Instruct</a>,📝,3.54@@3.54,2424375168.0,99000.0,28723.0,✗,✗,58.06 ± 8.93 / 74.17 ± 7.47@@58.06,26.83 ± 1.20 / 16.23 ± 1.06@@26.83,2.12 ± 1.97 / 44.14 ± 4.31@@2.12,34.54 ± 2.69 / 7.09 ± 3.33@@34.54,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/microsoft/Phi-4-reasoning'>microsoft/Phi-4-reasoning</a>,🤔,3.54@@3.54,14659507200.0,100352.0,32768.0,✓,✗,7.66 ± 10.08 / 43.52 ± 4.84@@7.66,31.75 ± 6.38 / 24.50 ± 4.49@@31.75,0.04 ± 1.37 / 33.58 ± 0.42@@0.04,70.57 ± 0.92 / 50.62 ± 1.67@@70.57,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/EuroBERT/EuroBERT-610m'>EuroBERT/EuroBERT-610m</a>,🔍,3.55@@3.55,755625600.0,128256.0,8192.0,✓,✗,60.10 ± 6.21 / 78.92 ± 3.68@@60.10,35.23 ± 4.27 / 33.82 ± 4.04@@35.23,-0.74 ± 1.28 / 41.73 ± 4.48@@-0.74,23.77 ± 2.39 / 10.15 ± 1.52@@23.77,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/EuroBERT/EuroBERT-210m'>EuroBERT/EuroBERT-210m</a>,🔍,3.56@@3.56,310266624.0,128256.0,8192.0,✓,✗,59.29 ± 4.07 / 79.16 ± 2.18@@59.29,32.03 ± 3.59 / 32.29 ± 3.84@@32.03,1.76 ± 2.19 / 48.56 ± 1.61@@1.76,25.37 ± 1.41 / 11.23 ± 1.27@@25.37,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/common-pile/comma-v0.1-2t'>common-pile/comma-v0.1-2t</a>,🧠,3.61@@3.61,7002656768.0,64256.0,16384.0,✓,✗,57.95 ± 2.22 / 78.29 ± 1.51@@57.95,26.56 ± 4.32 / 20.58 ± 2.52@@26.56,0.77 ± 1.54 / 34.42 ± 1.58@@0.77,31.89 ± 4.60 / 17.10 ± 2.34@@31.89,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview'>utter-project/EuroMoE-2.6B-A0.6B-Instruct-Preview</a>,📝,3.65@@3.65,2611528704.0,128000.0,4096.0,✓,✗,29.81 ± 12.89 / 51.02 ± 10.04@@29.81,12.10 ± 3.29 / 9.70 ± 1.25@@12.10,2.28 ± 1.72 / 36.44 ± 2.94@@2.28,58.21 ± 1.36 / 37.76 ± 1.90@@58.21,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/PleIAs/Pleias-3b-Preview'>PleIAs/Pleias-3b-Preview</a>,🧠,3.66@@3.66,3211926528.0,65536.0,4096.0,✓,✗,44.90 ± 10.49 / 63.51 ± 8.93@@44.90,18.00 ± 5.86 / 15.89 ± 4.23@@18.00,0.37 ± 2.09 / 45.01 ± 3.88@@0.37,44.74 ± 3.79 / 31.43 ± 3.65@@44.74,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800,16.8.0.dev0@@160800
<a href='https://hf.co/google/gemma-3-1b-it'>google/gemma-3-1b-it</a>,📝,3.68@@3.68,999885952.0,262144.0,32768.0,✓,✗,47.07 ± 8.76 / 65.77 ± 7.79@@47.07,31.77 ± 2.71 / 21.56 ± 1.85@@31.77,4.02 ± 2.09 / 43.28 ± 4.38@@4.02,21.42 ± 2.00 / 0.96 ± 1.22@@21.42,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/microsoft/Phi-4-mini-reasoning'>microsoft/Phi-4-mini-reasoning</a>,🤔,3.71@@3.71,3836021760.0,200064.0,131072.0,✓,✗,60.90 ± 6.45 / 78.25 ± 5.21@@60.90,33.48 ± 1.90 / 25.81 ± 1.56@@33.48,4.17 ± 1.76 / 45.03 ± 3.28@@4.17,7.66 ± 1.44 / 0.00 ± 0.00@@7.66,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/sentence-transformers/distiluse-base-multilingual-cased-v1'>sentence-transformers/distiluse-base-multilingual-cased-v1</a>,🔍,3.71@@3.71,134734080.0,119547.0,512.0,✓,✗,61.61 ± 1.84 / 80.74 ± 0.92@@61.61,27.23 ± 9.17 / 29.02 ± 9.69@@27.23,-1.74 ± 1.96 / 44.64 ± 3.01@@-1.74,19.31 ± 1.20 / 5.45 ± 0.63@@19.31,15.10.0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/kyutai/helium-1-2b'>kyutai/helium-1-2b</a>,🧠,3.73@@3.73,2023868416.0,64000.0,4096.0,✓,✗,0.00 ± 0.00 / 33.16 ± 0.42@@0.00,27.51 ± 3.97 / 19.82 ± 2.35@@27.51,-1.25 ± 1.85 / 36.79 ± 3.46@@-1.25,67.85 ± 1.31 / 51.51 ± 1.66@@67.85,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000,16.0.0.dev0@@160000
<a href='https://hf.co/Finnish-NLP/llama-7b-finnish'>Finnish-NLP/llama-7b-finnish</a>,🧠,3.76@@3.76,7002656768.0,64256.0,2048.0,✓,✗,90.07 ± 1.08 / 94.95 ± 0.57@@90.07,8.21 ± 4.89 / 7.02 ± 4.14@@8.21,0.63 ± 1.70 / 36.98 ± 2.23@@0.63,11.64 ± 1.30 / 0.03 ± 0.02@@11.64,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/common-pile/comma-v0.1-1t'>common-pile/comma-v0.1-1t</a>,🧠,3.83@@3.83,7002656768.0,64256.0,16384.0,✓,✗,37.85 ± 6.96 / 65.10 ± 5.00@@37.85,27.17 ± 2.49 / 18.66 ± 1.93@@27.17,1.74 ± 1.79 / 39.11 ± 3.99@@1.74,25.54 ± 3.69 / 15.52 ± 2.57@@25.54,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/HPLT/hplt2c_fin_checkpoints'>HPLT/hplt2c_fin_checkpoints</a>,🧠,3.92@@3.92,?,262272.0,2048.0,✓,✗,74.41 ± 8.14 / 85.50 ± 5.90@@74.41,0.81 ± 0.72 / 0.65 ± 0.58@@0.81,0.61 ± 1.74 / 39.57 ± 3.96@@0.61,21.39 ± 1.37 / 3.15 ± 1.67@@21.39,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600,15.16.0.dev0@@151600
<a href='https://hf.co/PleIAs/Pleias-350m-Preview'>PleIAs/Pleias-350m-Preview</a>,🧠,3.99@@3.99,353424384.0,65536.0,2048.0,✓,✗,31.78 ± 10.00 / 55.77 ± 9.03@@31.78,19.72 ± 1.33 / 17.82 ± 1.01@@19.72,1.46 ± 1.64 / 36.82 ± 3.86@@1.46,21.98 ± 4.02 / 13.48 ± 3.18@@21.98,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
fresh-xlm-roberta-base,🔍,4.07@@4.07,278885778.0,250002.0,512.0,✓,✗,60.79 ± 4.85 / 80.21 ± 2.42@@60.79,5.05 ± 2.11 / 4.51 ± 1.94@@5.05,0.89 ± 1.16 / 36.97 ± 4.57@@0.89,13.71 ± 1.23 / 0.65 ± 0.14@@13.71,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/microsoft/Phi-4-reasoning-plus'>microsoft/Phi-4-reasoning-plus</a>,🤔,4.10@@4.10,14659507200.0,100352.0,32768.0,✓,✗,6.60 ± 4.77 / 41.32 ± 3.09@@6.60,3.34 ± 1.30 / 3.07 ± 1.40@@3.34,10.40 ± 2.35 / 46.28 ± 2.19@@10.40,41.71 ± 4.79 / 32.19 ± 3.64@@41.71,15.11.0@@151100,15.11.0@@151100,15.13.0.dev0@@151300,15.11.0@@151100
<a href='https://hf.co/utter-project/EuroVLM-1.7B-Preview'>utter-project/EuroVLM-1.7B-Preview</a>,📝,4.13@@4.13,2061162016.0,128000.0,?,✓,✗,14.03 ± 1.98 / 37.78 ± 0.94@@14.03,22.41 ± 2.78 / 20.36 ± 2.00@@22.41,3.33 ± 1.77 / 45.59 ± 3.65@@3.33,23.57 ± 0.73 / 0.02 ± 0.02@@23.57,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902,15.9.2@@150902
<a href='https://hf.co/google/gemma-3-270m-it'>google/gemma-3-270m-it</a>,📝,4.17@@4.17,268098176.0,262144.0,32768.0,✓,✗,29.04 ± 13.93 / 51.56 ± 10.74@@29.04,13.28 ± 4.51 / 10.64 ± 2.96@@13.28,0.20 ± 0.63 / 33.99 ± 0.60@@0.20,14.16 ± 1.37 / 0.03 ± 0.02@@14.16,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/DiscoResearch/DiscoLM-70b'>DiscoResearch/DiscoLM-70b</a>,🧠,4.18@@4.18,68977172480.0,32032.0,8192.0,✗,✗,0.00 ± 0.00 / 33.16 ± 0.42@@0.00,54.62 ± 1.80 / 31.57 ± 2.39@@54.62,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,0.24 ± 0.19 / 0.07 ± 0.10@@0.24,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2'>nvidia/NVIDIA-Nemotron-Nano-9B-v2#no-thinking</a>,📝,4.19@@4.19,8888227328.0,131072.0,131072.0,✓,✗,0.39 ± 0.77 / 33.53 ± 0.43@@0.39,51.87 ± 1.71 / 25.95 ± 3.13@@51.87,0.00 ± 0.00 / 33.30 ± 0.27@@0.00,2.00 ± 0.14 / 0.00 ± 0.00@@2.00,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300,16.3.0.dev0@@160300
<a href='https://hf.co/tencent/Hunyuan-1.8B-Instruct'>tencent/Hunyuan-1.8B-Instruct</a>,🤔,4.19@@4.19,1791080448.0,120818.0,262144.0,✓,✗,22.29 ± 4.17 / 60.69 ± 1.93@@22.29,18.06 ± 1.77 / 14.01 ± 1.35@@18.06,-0.03 ± 1.30 / 46.75 ± 2.77@@-0.03,24.08 ± 0.88 / 0.00 ± 0.00@@24.08,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202,16.2.2.dev0@@160202
<a href='https://hf.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct</a>,📝,4.20@@4.20,1235814400.0,128256.0,131072.0,✓,✗,18.89 ± 11.71 / 46.03 ± 9.26@@18.89,26.74 ± 1.68 / 16.74 ± 2.04@@26.74,-0.02 ± 1.79 / 45.27 ± 2.83@@-0.02,12.82 ± 1.00 / 0.02 ± 0.02@@12.82,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/dbmdz/bert-tiny-historic-multilingual-cased'>dbmdz/bert-tiny-historic-multilingual-cased</a>,🔍,4.24@@4.24,4624642.0,32000.0,512.0,✓,✗,46.84 ± 3.04 / 73.07 ± 1.58@@46.84,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,0.19 ± 1.64 / 38.57 ± 2.93@@0.19,14.50 ± 1.40 / 1.08 ± 0.34@@14.50,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
fresh-electra-small,🔍,4.24@@4.24,13738755.0,32000.0,128.0,✓,✗,67.08 ± 2.03 / 83.32 ± 0.93@@67.08,1.81 ± 0.63 / 2.21 ± 0.88@@1.81,0.31 ± 0.45 / 33.42 ± 0.26@@0.31,0.00 ± 0.00 / 0.00 ± 0.00@@0.00,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000,15.10.0.dev0@@151000
<a href='https://hf.co/google/gemma-3-270m'>google/gemma-3-270m</a>,🧠,4.28@@4.28,268098176.0,262144.0,32768.0,✓,✗,11.42 ± 12.12 / 40.14 ± 8.48@@11.42,16.84 ± 3.09 / 15.70 ± 2.58@@16.84,1.00 ± 1.65 / 40.75 ± 4.36@@1.00,22.00 ± 3.41 / 11.23 ± 3.06@@22.00,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B'>deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B</a>,🤔,4.34@@4.34,1777088000.0,151936.0,131072.0,✓,✗,34.07 ± 2.58 / 66.21 ± 1.53@@34.07,10.15 ± 1.38 / 8.86 ± 1.24@@10.15,-1.10 ± 1.90 / 36.01 ± 0.67@@-1.10,7.10 ± 0.53 / 0.05 ± 0.05@@7.10,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001,15.10.1.dev0@@151001
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Base'>LiquidAI/LFM2.5-1.2B-Base</a>,📝,4.34@@4.34,1170340608.0,65536.0,128000.0,✗,✗,20.21 ± 11.53 / 52.58 ± 8.59@@20.21,17.68 ± 2.33 / 15.81 ± 2.26@@17.68,0.74 ± 0.80 / 34.45 ± 1.16@@0.74,9.29 ± 1.18 / 0.03 ± 0.03@@9.29,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/baidu/ERNIE-4.5-0.3B-PT'>baidu/ERNIE-4.5-0.3B-PT</a>,📝,4.37@@4.37,?,103424.0,131072.0,✓,✗,9.29 ± 3.14 / 39.87 ± 3.32@@9.29,17.02 ± 1.49 / 15.18 ± 1.50@@17.02,1.17 ± 1.18 / 34.84 ± 2.26@@1.17,15.66 ± 2.69 / 5.87 ± 2.15@@15.66,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2.5-1.2B-Instruct'>LiquidAI/LFM2.5-1.2B-Instruct</a>,📝,4.46@@4.46,1170340608.0,65536.0,128000.0,✗,✗,18.00 ± 6.65 / 48.36 ± 6.63@@18.00,13.32 ± 0.83 / 12.65 ± 0.94@@13.32,0.20 ± 0.65 / 36.26 ± 3.46@@0.20,5.21 ± 1.24 / 0.00 ± 0.00@@5.21,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001,16.10.1.dev0@@161001
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M'>HuggingFaceTB/SmolLM2-360M</a>,🧠,4.46@@4.46,361821120.0,49152.0,8192.0,✓,✗,9.65 ± 10.52 / 42.24 ± 8.80@@9.65,9.80 ± 1.15 / 9.29 ± 1.23@@9.80,-0.41 ± 0.82 / 33.52 ± 0.40@@-0.41,15.28 ± 3.52 / 9.22 ± 2.94@@15.28,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/Qwen/Qwen2.5-Math-1.5B'>Qwen/Qwen2.5-Math-1.5B</a>,📝,4.47@@4.47,1543714304.0,151936.0,4096.0,✓,✗,0.65 ± 1.64 / 33.62 ± 0.43@@0.65,16.69 ± 1.68 / 11.28 ± 1.19@@16.69,0.14 ± 1.59 / 46.69 ± 2.19@@0.14,14.73 ± 2.19 / 0.05 ± 0.05@@14.73,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902,15.9.2.dev0@@150902
<a href='https://hf.co/LiquidAI/LFM2-1.2B'>LiquidAI/LFM2-1.2B</a>,📝,4.47@@4.47,1170340608.0,65536.0,128000.0,✗,✗,11.27 ± 11.00 / 50.53 ± 6.69@@11.27,12.46 ± 1.10 / 12.32 ± 1.02@@12.46,0.22 ± 0.97 / 34.45 ± 2.16@@0.22,11.22 ± 0.92 / 0.02 ± 0.02@@11.22,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/LiquidAI/LFM2-700M'>LiquidAI/LFM2-700M</a>,📝,4.48@@4.48,742489344.0,65536.0,128000.0,✗,✗,11.09 ± 4.02 / 47.09 ± 4.71@@11.09,12.11 ± 1.02 / 11.10 ± 0.80@@12.11,0.32 ± 0.73 / 37.13 ± 4.35@@0.32,9.21 ± 1.27 / 0.05 ± 0.05@@9.21,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
<a href='https://hf.co/HuggingFaceTB/SmolLM2-360M-Instruct'>HuggingFaceTB/SmolLM2-360M-Instruct</a>,📝,4.48@@4.48,361821120.0,49152.0,8192.0,✓,✗,13.01 ± 8.23 / 43.34 ± 5.83@@13.01,13.54 ± 1.45 / 12.89 ± 1.56@@13.54,0.59 ± 1.44 / 36.97 ± 3.43@@0.59,9.26 ± 1.39 / 0.04 ± 0.03@@9.26,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900,16.9.0.dev0@@160900
